RuneID,Level,Type,CostItemID,CostCount,CostMoney,AttributeID,AttributeRate,SpecialAttributeID,SpecialAttributeTIP
100001,8,,100001,85,500,110007,1,,
100001,9,,100001,115,660,110008,1,,
100001,10,,100001,145,820,110009,1,120005,T_RuneLevel_SpecialAttributeTIP_100001_10
100001,11,,100001,175,1030,110020,1,,
100001,12,,100001,205,1240,110021,1,,
100001,13,,100001,245,1500,110022,1,,
100001,14,,100001,285,1760,110023,1,,
100001,15,,100001,,,110024,1,120049,T_RuneLevel_SpecialAttributeTIP_100001_15
100002,,,100002,5,75,,,,
100002,1,,100002,10,105,110000,1,120006,T_RuneLevel_SpecialAttributeTIP_100002_1
100002,2,,100002,15,135,110001,1,,
100002,3,,100002,20,165,110002,1,,
100002,4,,100002,30,195,110003,1,,
100002,5,,100002,40,260,110004,1,120007,T_RuneLevel_SpecialAttributeTIP_100002_5
100002,6,,100002,50,325,110005,1,,
100002,7,,100002,65,390,110006,1,,
100002,8,,100002,85,500,110007,1,,
100002,9,,100002,115,660,110008,1,,
100002,10,,100002,145,820,110009,1,120008,T_RuneLevel_SpecialAttributeTIP_100002_10
100002,11,,100002,175,1030,110020,1,,
100002,12,,100002,205,1240,110021,1,,
100002,13,,100002,245,1500,110022,1,,
100002,14,,100002,285,1760,110023,1,,
100002,15,,100002,,,110024,1,120050,T_RuneLevel_SpecialAttributeTIP_100002_15
100003,,,100003,5,75,,,,
100003,1,,100003,10,105,110000,1,120009,T_RuneLevel_SpecialAttributeTIP_100003_1
100003,2,,100003,15,135,110001,1,,
100003,3,,100003,20,165,110002,1,,
100003,4,,100003,30,195,110003,1,,
100003,5,,100003,40,260,110004,1,120010,T_RuneLevel_SpecialAttributeTIP_100003_5
100003,6,,100003,50,325,110005,1,,
100003,7,,100003,65,390,110006,1,,
100003,8,,100003,85,500,110007,1,,
100003,9,,100003,115,660,110008,1,,
100003,10,,100003,145,820,110009,1,120011,T_RuneLevel_SpecialAttributeTIP_100003_10
100003,11,,100003,175,1030,110020,1,,
100003,12,,100003,205,1240,110021,1,,
100003,13,,100003,245,1500,110022,1,,
100003,14,,100003,285,1760,110023,1,,
100003,15,,100003,,,110024,1,120051,T_RuneLevel_SpecialAttributeTIP_100003_15
100004,,,100004,5,75,,,,
100004,1,,100004,10,105,110000,1,120012,T_RuneLevel_SpecialAttributeTIP_100004_1
100004,2,,100004,15,135,110001,1,,
100004,3,,100004,20,165,110002,1,,
100004,4,,100004,30,195,110003,1,,
100004,5,,100004,40,260,110004,1,120013,T_RuneLevel_SpecialAttributeTIP_100004_5
100004,6,,100004,50,325,110005,1,,
100004,7,,100004,65,390,110006,1,,
100004,8,,100004,85,500,110007,1,,
100004,9,,100004,115,660,110008,1,,
100004,10,,100004,145,820,110009,1,120014,T_RuneLevel_SpecialAttributeTIP_100004_10
100004,11,,100004,175,1030,110020,1,,
100004,12,,100004,205,1240,110021,1,,
100004,13,,100004,245,1500,110022,1,,
100004,14,,100004,285,1760,110023,1,,
100004,15,,100004,,,110024,1,120052,T_RuneLevel_SpecialAttributeTIP_100004_15
100005,,,100005,5,75,,,,
100005,1,,100005,10,105,110000,1,120015,T_RuneLevel_SpecialAttributeTIP_100005_1
100005,2,,100005,15,135,110001,1,,
100005,3,,100005,20,165,110002,1,,
100005,4,,100005,30,195,110003,1,,
100005,5,,100005,40,260,110004,1,120016,T_RuneLevel_SpecialAttributeTIP_100005_5
100005,6,,100005,50,325,110005,1,,
100005,7,,100005,65,390,110006,1,,
100005,8,,100005,85,500,110007,1,,
100005,9,,100005,115,660,110008,1,,
100005,10,,100005,145,820,110009,1,120017,T_RuneLevel_SpecialAttributeTIP_100005_10
100005,11,,100005,175,1030,110020,1,,
100005,12,,100005,205,1240,110021,1,,
100005,13,,100005,245,1500,110022,1,,
100005,14,,100005,285,1760,110023,1,,
100005,15,,100005,,,110024,1,120053,T_RuneLevel_SpecialAttributeTIP_100005_15
100006,,,100006,5,75,,,,
100006,1,,100006,10,105,110000,1,120018,T_RuneLevel_SpecialAttributeTIP_100006_1
100006,2,,100006,15,135,110001,1,,
100006,3,,100006,20,165,110002,1,,
100006,4,,100006,30,195,110003,1,,
100006,5,,100006,40,260,110004,1,120019,T_RuneLevel_SpecialAttributeTIP_100006_5
100006,6,,100006,50,325,110005,1,,
100006,7,,100006,65,390,110006,1,,
100006,8,,100006,85,500,110007,1,,
100006,9,,100006,115,660,110008,1,,
100006,10,,100006,145,820,110009,1,120020,T_RuneLevel_SpecialAttributeTIP_100006_10
100006,11,,100006,175,1030,110020,1,,
100006,12,,100006,205,1240,110021,1,,
100006,13,,100006,245,1500,110022,1,,
100006,14,,100006,285,1760,110023,1,,
100006,15,,100006,,,110024,1,120054,T_RuneLevel_SpecialAttributeTIP_100006_15
100007,,,100007,5,75,,,,
100007,1,,100007,10,105,110000,1,120021,T_RuneLevel_SpecialAttributeTIP_100007_1
100007,2,,100007,15,135,110001,1,,
100007,3,,100007,20,165,110002,1,,
100007,4,,100007,30,195,110003,1,,
100007,5,,100007,40,260,110004,1,120022,T_RuneLevel_SpecialAttributeTIP_100007_5
100007,6,,100007,50,325,110005,1,,
100007,7,,100007,65,390,110006,1,,
100007,8,,100007,85,500,110007,1,,
100007,9,,100007,115,660,110008,1,,
100007,10,,100007,145,820,110009,1,120023,T_RuneLevel_SpecialAttributeTIP_100007_10
100007,11,,100007,175,1030,110020,1,,
100007,12,,100007,205,1240,110021,1,,
100007,13,,100007,245,1500,110022,1,,
100007,14,,100007,285,1760,110023,1,,
100007,15,,100007,,,110024,1,120055,T_RuneLevel_SpecialAttributeTIP_100007_15
100008,,,100008,5,75,,,,
100008,1,,100008,10,105,110000,1,120024,T_RuneLevel_SpecialAttributeTIP_100008_1
100008,2,,100008,15,135,110001,1,,
100008,3,,100008,20,165,110002,1,,
100008,4,,100008,30,195,110003,1,,
100008,5,,100008,40,260,110004,1,120025,T_RuneLevel_SpecialAttributeTIP_100008_5
100008,6,,100008,50,325,110005,1,,
100008,7,,100008,65,390,110006,1,,
100008,8,,100008,85,500,110007,1,,
100008,9,,100008,115,660,110008,1,,
100008,10,,100008,,,110009,1,120026,T_RuneLevel_SpecialAttributeTIP_100008_10
100009,,,100009,5,75,,,,
100009,1,,100009,10,105,110000,1,120027,T_RuneLevel_SpecialAttributeTIP_100009_1
100009,2,,100009,15,135,110001,1,,
100009,3,,100009,20,165,110002,1,,
100009,4,,100009,30,195,110003,1,,
100009,5,,100009,40,260,110004,1,120028,T_RuneLevel_SpecialAttributeTIP_100009_5
100009,6,,100009,50,325,110005,1,,
100009,7,,100009,65,390,110006,1,,
100009,8,,100009,85,500,110007,1,,
100009,9,,100009,115,660,110008,1,,
100009,10,,100009,,,110009,1,120029,T_RuneLevel_SpecialAttributeTIP_100009_10
100010,,,100010,5,75,,,,
100010,1,,100010,10,105,110000,1,120030,T_RuneLevel_SpecialAttributeTIP_100010_1
100010,2,,100010,15,135,110001,1,,
100010,3,,100010,20,165,110002,1,,
100010,4,,100010,30,195,110003,1,,
100010,5,,100010,40,260,110004,1,120031,T_RuneLevel_SpecialAttributeTIP_100010_5
100010,6,,100010,50,325,110005,1,,
100010,7,,100010,65,390,110006,1,,
100010,8,,100010,85,500,110007,1,,
100010,9,,100010,115,660,110008,1,,
100010,10,,100010,,,110009,1,120032,T_RuneLevel_SpecialAttributeTIP_100010_10
100011,,,100011,5,75,,,,
100011,1,,100011,10,105,110000,1,120033,T_RuneLevel_SpecialAttributeTIP_100011_1
100011,2,,100011,15,135,110001,1,,
100011,3,,100011,20,165,110002,1,,
100011,4,,100011,30,195,110003,1,,
100011,5,,100011,40,260,110004,1,120034,T_RuneLevel_SpecialAttributeTIP_100011_5
100011,6,,100011,50,325,110005,1,,
100011,7,,100011,65,390,110006,1,,
100011,8,,100011,85,500,110007,1,,
100011,9,,100011,115,660,110008,1,,
100011,10,,100011,,,110009,1,120035,T_RuneLevel_SpecialAttributeTIP_100011_10
100012,,,100012,5,75,,,,
100012,1,,100012,10,105,110000,1,120036,T_RuneLevel_SpecialAttributeTIP_100012_1
100012,2,,100012,15,135,110001,1,,
100012,3,,100012,20,165,110002,1,,
100012,4,,100012,30,195,110003,1,,
100012,5,,100012,40,260,110004,1,120037,T_RuneLevel_SpecialAttributeTIP_100012_5
100012,6,,100012,50,325,110005,1,,
100012,7,,100012,65,390,110006,1,,
100012,8,,100012,85,500,110007,1,,
100012,9,,100012,115,660,110008,1,,
100012,10,,100012,,,110009,1,120038,T_RuneLevel_SpecialAttributeTIP_100012_10
100013,,,100013,5,150,,,,
100013,1,,100013,10,180,110010,1,120039,T_RuneLevel_SpecialAttributeTIP_100013_1
100013,2,,100013,15,210,110011,1,,
100013,3,,100013,20,240,110012,1,,
100013,4,,100013,30,270,110013,1,,
100013,5,,100013,40,330,110014,1,120040,T_RuneLevel_SpecialAttributeTIP_100000_10
100013,6,,100013,50,400,110015,1,,
100013,7,,100013,65,470,110016,1,,
100013,8,,100013,85,580,110017,1,,
100013,9,,100013,115,740,110018,1,,
100013,10,,100013,145,900,110019,1,120041,T_RuneLevel_SpecialAttributeTIP_100000_15
100013,11,,100013,175,1110,110025,1,,
100013,12,,100013,205,1320,110026,1,,
100013,13,,100013,245,1580,110027,1,,
100013,14,,100013,285,1840,110028,1,,
100013,15,,100013,,,110029,1,120056,T_RuneLevel_SpecialAttributeTIP_100013_15
100014,,,100014,5,150,,,,
100014,1,,100014,10,180,110010,1,120042,T_RuneLevel_SpecialAttributeTIP_100014_1
100014,2,,100014,15,210,110011,1,,
100014,3,,100014,20,240,110012,1,,
100014,4,,100014,30,270,110013,1,,
100014,5,,100014,40,330,110014,1,120043,T_RuneLevel_SpecialAttributeTIP_100014_5
100014,6,,100014,50,400,110015,1,,
100014,7,,100014,65,470,110016,1,,
100014,8,,100014,85,580,110017,1,,
100014,9,,100014,115,740,110018,1,,
100014,10,,100014,145,900,110019,1,120044,T_RuneLevel_SpecialAttributeTIP_100014_10
100014,11,,100014,175,1110,110025,1,,
100014,12,,100014,205,1320,110026,1,,
100014,13,,100014,245,1580,110027,1,,
100014,14,,100014,285,1840,110028,1,,
100014,15,,100014,,,110029,1,120057,T_RuneLevel_SpecialAttributeTIP_100014_15
100015,,,100015,5,150,,,,
100015,1,,100015,10,180,110010,1,120045,T_RuneLevel_SpecialAttributeTIP_100013_1
100015,2,,100015,15,210,110011,1,,
100015,3,,100015,20,240,110012,1,,
100015,4,,100015,30,270,110013,1,,
100015,5,,100015,40,330,110014,1,120046,T_RuneLevel_SpecialAttributeTIP_100000_10
100015,6,,100015,50,400,110015,1,,
100015,7,,100015,65,470,110016,1,,
100015,8,,100015,85,580,110017,1,,
100015,9,,100015,115,740,110018,1,,
100015,10,,100015,145,900,110019,1,120047,T_RuneLevel_SpecialAttributeTIP_100000_15
100015,11,,100015,175,1110,110025,1,,
100015,12,,100015,205,1320,110026,1,,
100015,13,,100015,245,1580,110027,1,,
100015,14,,100015,285,1840,110028,1,,
100015,15,,100015,,,110029,1,120058,T_RuneLevel_SpecialAttributeTIP_100013_15
100016,,,100016,5,150,,,,
100016,1,,100016,10,180,110010,1,120059,T_RuneLevel_SpecialAttributeTIP_100014_1
100016,2,,100016,15,210,110011,1,,
100016,3,,100016,20,240,110012,1,,
100016,4,,100016,30,270,110013,1,,
100016,5,,100016,40,330,110014,1,120060,T_RuneLevel_SpecialAttributeTIP_100014_5
100016,6,,100016,50,400,110015,1,,
100016,7,,100016,65,470,110016,1,,
100016,8,,100016,85,580,110017,1,,
100016,9,,100016,115,740,110018,1,,
100016,10,,100016,145,900,110019,1,120061,T_RuneLevel_SpecialAttributeTIP_100014_10
100016,11,,100016,175,1110,110025,1,,
100016,12,,100016,205,1320,110026,1,,
100016,13,,100016,245,1580,110027,1,,
100016,14,,100016,285,1840,110028,1,,
100016,15,,100016,,,110029,1,120062,T_RuneLevel_SpecialAttributeTIP_100014_15
100017,,,100017,5,150,,,,
100017,1,,100017,10,180,110010,1,120063,T_RuneLevel_SpecialAttributeTIP_100014_1
100017,2,,100017,15,210,110011,1,,
100017,3,,100017,20,240,110012,1,,
100017,4,,100017,30,270,110013,1,,
100017,5,,100017,40,330,110014,1,120064,T_RuneLevel_SpecialAttributeTIP_100014_5
100017,6,,100017,50,400,110015,1,,
100017,7,,100017,65,470,110016,1,,
100017,8,,100017,85,580,110017,1,,
100017,9,,100017,115,740,110018,1,,
100017,10,,100017,145,900,110019,1,120065,T_RuneLevel_SpecialAttributeTIP_100014_10
100017,11,,100017,175,1110,110025,1,,
100017,12,,100017,205,1320,110026,1,,
100017,13,,100017,245,1580,110027,1,,
100017,14,,100017,285,1840,110028,1,,
100017,15,,100017,,,110029,1,120066,T_RuneLevel_SpecialAttributeTIP_100014_15
100018,,,100018,5,150,,,,
100018,1,,100018,10,180,110010,1,120045,T_RuneLevel_SpecialAttributeTIP_100013_1
100018,2,,100018,15,210,110011,1,,
100018,3,,100018,20,240,110012,1,,
100018,4,,100018,30,270,110013,1,,
100018,5,,100018,40,330,110014,1,120046,T_RuneLevel_SpecialAttributeTIP_100000_10
100018,6,,100018,50,400,110015,1,,
100018,7,,100018,65,470,110016,1,,
100018,8,,100018,85,580,110017,1,,
100018,9,,100018,115,740,110018,1,,
100018,10,,100018,145,900,110019,1,120047,T_RuneLevel_SpecialAttributeTIP_100000_15
100018,11,,100018,175,1110,110025,1,,
100018,12,,100018,205,1320,110026,1,,
100018,13,,100018,245,1580,110027,1,,
100018,14,,100018,285,1840,110028,1,,
100018,15,,100018,,,110029,1,120058,T_RuneLevel_SpecialAttributeTIP_100013_15
100019,,,100019,50,1500,,,,
100019,1,,100019,100,2250,110030,1,120073,T_RuneLevel_SpecialAttributeTIP_100019_1
100019,2,,100019,150,3000,110031,1,,
100019,3,,100019,200,4500,110032,1,,
100019,4,,100019,250,6000,110033,1,,
100019,5,,100019,,,110034,1,120074,T_RuneLevel_SpecialAttributeTIP_100019_5
150001,,,150001,5,150,,,,
150001,1,,150001,10,180,110010,1,130000,T_RuneLevel_SpecialAttributeTIP_100000_5
150001,2,,150001,15,210,110011,1,,
150001,3,,150001,20,240,110012,1,,
150001,4,,150001,30,270,110013,1,,
150001,5,,150001,40,330,110014,1,130001,T_RuneLevel_SpecialAttributeTIP_100000_10
150001,6,,150001,50,400,110015,1,,
150001,7,,150001,65,470,110016,1,,
150001,8,,150001,85,580,110017,1,,
150001,9,,150001,115,740,110018,1,,
150001,10,,150001,145,900,110019,1,130002,T_RuneLevel_SpecialAttributeTIP_150001_10
150001,11,,150001,175,1110,110025,1,,
150001,12,,150001,205,1320,110026,1,,
150001,13,,150001,245,1580,110027,1,,
150001,14,,150001,285,1840,110028,1,,
150001,15,,150001,,,110029,1,130066,T_RuneLevel_SpecialAttributeTIP_150001_15
150002,,,150002,5,150,,,,
150002,1,,150002,10,180,110010,1,130003,T_RuneLevel_SpecialAttributeTIP_150002_1
150002,2,,150002,15,210,110011,1,,
150002,3,,150002,20,240,110012,1,,
150002,4,,150002,30,270,110013,1,,
150002,5,,150002,40,330,110014,1,130004,T_RuneLevel_SpecialAttributeTIP_150002_5
150002,6,,150002,50,400,110015,1,,
150002,7,,150002,65,470,110016,1,,
150002,8,,150002,85,580,110017,1,,
150002,9,,150002,115,740,110018,1,,
150002,10,,150002,145,900,110019,1,130005,T_RuneLevel_SpecialAttributeTIP_150002_10
150002,11,,150002,175,1110,110025,1,,
150002,12,,150002,205,1320,110026,1,,
150002,13,,150002,245,1580,110027,1,,
150002,14,,150002,285,1840,110028,1,,
150002,15,,150002,,,110029,1,130067,T_RuneLevel_SpecialAttributeTIP_150002_15
150003,,,150003,5,150,,,,
150003,1,,150003,10,180,110010,1,130006,T_RuneLevel_SpecialAttributeTIP_150003_1
150003,2,,150003,15,210,110011,1,,
150003,3,,150003,20,240,110012,1,,
150003,4,,150003,30,270,110013,1,,
150003,5,,150003,40,330,110014,1,130007,T_RuneLevel_SpecialAttributeTIP_150003_5
150003,6,,150003,50,400,110015,1,,
150003,7,,150003,65,470,110016,1,,
150003,8,,150003,85,580,110017,1,,
150003,9,,150003,115,740,110018,1,,
150003,10,,150003,145,900,110019,1,130008,T_RuneLevel_SpecialAttributeTIP_150003_10
150003,11,,150003,175,1110,110025,1,,
150003,12,,150003,205,1320,110026,1,,
150003,13,,150003,245,1580,110027,1,,
150003,14,,150003,285,1840,110028,1,,
150003,15,,150003,,,110029,1,130068,T_RuneLevel_SpecialAttributeTIP_150003_15
150004,,,150004,5,150,,,,
150004,1,,150004,10,180,110010,1,130009,T_RuneLevel_SpecialAttributeTIP_150004_1
150004,2,,150004,15,210,110011,1,,
150004,3,,150004,20,240,110012,1,,
150004,4,,150004,30,270,110013,1,,
150004,5,,150004,40,330,110014,1,130010,T_RuneLevel_SpecialAttributeTIP_150004_5
150004,6,,150004,50,400,110015,1,,
150004,7,,150004,65,470,110016,1,,
150004,8,,150004,85,580,110017,1,,
150004,9,,150004,115,740,110018,1,,
150004,10,,150004,145,900,110019,1,130011,T_RuneLevel_SpecialAttributeTIP_150004_10
150004,11,,150004,175,1110,110025,1,,
150004,12,,150004,205,1320,110026,1,,
150004,13,,150004,245,1580,110027,1,,
150004,14,,150004,285,1840,110028,1,,
150004,15,,150004,,,110029,1,130069,T_RuneLevel_SpecialAttributeTIP_150004_15
150005,,,150005,5,150,,,,
150005,1,,150005,10,180,110010,1,130012,T_RuneLevel_SpecialAttributeTIP_150005_1
150005,2,,150005,15,210,110011,1,,
150005,3,,150005,20,240,110012,1,,
150005,4,,150005,30,270,110013,1,,
150005,5,,150005,40,330,110014,1,130013,T_RuneLevel_SpecialAttributeTIP_150005_5
150005,6,,150005,50,400,110015,1,,
150005,7,,150005,65,470,110016,1,,
150005,8,,150005,85,580,110017,1,,
150005,9,,150005,115,740,110018,1,,
150005,10,,150005,145,900,110019,1,130014,T_RuneLevel_SpecialAttributeTIP_150005_10
150005,11,,150005,175,1110,110025,1,,
150005,12,,150005,205,1320,110026,1,,
150005,13,,150005,245,1580,110027,1,,
150005,14,,150005,285,1840,110028,1,,
150005,15,,150005,,,110029,1,130070,T_RuneLevel_SpecialAttributeTIP_150005_15
150006,,,150006,5,150,,,,
150006,1,,150006,10,180,110010,1,130015,T_RuneLevel_SpecialAttributeTIP_150006_1
150006,2,,150006,15,210,110011,1,,
150006,3,,150006,20,240,110012,1,,
150006,4,,150006,30,270,110013,1,,
150006,5,,150006,40,330,110014,1,130016,T_RuneLevel_SpecialAttributeTIP_150006_5
150006,6,,150006,50,400,110015,1,,
150006,7,,150006,65,470,110016,1,,
150006,8,,150006,85,580,110017,1,,
150006,9,,150006,115,740,110018,1,,
150006,10,,150006,145,900,110019,1,130017,T_RuneLevel_SpecialAttributeTIP_150006_10
150006,11,,150006,175,1110,110025,1,,
150006,12,,150006,205,1320,110026,1,,
150006,13,,150006,245,1580,110027,1,,
150006,14,,150006,285,1840,110028,1,,
150006,15,,150006,,,110029,1,130071,T_RuneLevel_SpecialAttributeTIP_150006_15
150007,,,150007,5,150,,,,
150007,1,,150007,10,180,110010,1,130018,T_RuneLevel_SpecialAttributeTIP_100004_5
150007,2,,150007,15,210,110011,1,,
150007,3,,150007,20,240,110012,1,,
150007,4,,150007,30,270,110013,1,,
150007,5,,150007,40,330,110014,1,130019,T_RuneLevel_SpecialAttributeTIP_100004_10
150007,6,,150007,50,400,110015,1,,
150007,7,,150007,65,470,110016,1,,
150007,8,,150007,85,580,110017,1,,
150007,9,,150007,115,740,110018,1,,
150007,10,,150007,145,900,110019,1,130020,T_RuneLevel_SpecialAttributeTIP_150007_10
150007,11,,150007,175,1110,110025,1,,
150007,12,,150007,205,1320,110026,1,,
150007,13,,150007,245,1580,110027,1,,
150007,14,,150007,285,1840,110028,1,,
150007,15,,150007,,,110029,1,130072,T_RuneLevel_SpecialAttributeTIP_150007_15
150008,,,150008,5,150,,,,
150008,1,,150008,10,180,110010,1,130021,T_RuneLevel_SpecialAttributeTIP_150008_1
150008,2,,150008,15,210,110011,1,,
150008,3,,150008,20,240,110012,1,,
150008,4,,150008,30,270,110013,1,,
150008,5,,150008,40,330,110014,1,130022,T_RuneLevel_SpecialAttributeTIP_150008_5
150008,6,,150008,50,400,110015,1,,
150008,7,,150008,65,470,110016,1,,
150008,8,,150008,85,580,110017,1,,
150008,9,,150008,115,740,110018,1,,
150008,10,,150008,145,900,110019,1,130023,T_RuneLevel_SpecialAttributeTIP_150008_10
150008,11,,150008,175,1110,110025,1,,
150008,12,,150008,205,1320,110026,1,,
150008,13,,150008,245,1580,110027,1,,
150008,14,,150008,285,1840,110028,1,,
150008,15,,150008,,,110029,1,130073,T_RuneLevel_SpecialAttributeTIP_150008_15
150009,,,150009,5,150,,,,
150009,1,,150009,10,180,110010,1,130024,T_RuneLevel_SpecialAttributeTIP_150009_1
150009,2,,150009,15,210,110011,1,,
150009,3,,150009,20,240,110012,1,,
150009,4,,150009,30,270,110013,1,,
150009,5,,150009,40,330,110014,1,130025,T_RuneLevel_SpecialAttributeTIP_150009_5
150009,6,,150009,50,400,110015,1,,
150009,7,,150009,65,470,110016,1,,
150009,8,,150009,85,580,110017,1,,
150009,9,,150009,115,740,110018,1,,
