ID,ShowItemsByDropTag,ShowItemsByItemTag,DropTip,DescKey,DescTagKey,MainDropMax,IsMergeShow
40004,9001_Training,,,,,1,false
40005,12001_Training,,,,,1,false
40006,13001_Training,,,,,1,false
40007,14001_Training,,,,,1,false
40008,15001_Training,,,,,1,false
40009,16001_Training,,,,,1,false
40010,17001_Training,,,,,1,false
4000111,18001_Training,,,,,1,false
4000112,19001_Training,,,,,1,false
4000113,20001_Training,,,,,1,false
4000114,21001_Training,,,,,1,false
4000115,22001_Training,,,,,1,false
4000116,90001_Training,,,,,1,false
4000117,91001_Training,,,,,1,false
4000118,23001_Training,,,,,1,false
4000119,24001_Training,,,,,1,false
4000120,25001_Training,,,,,1,false
4000121,26001_Training,,,,,1,false
4000122,27001_Training,,,,,1,false
4000123,28001_Training,,,,,1,false
4000124,29001_Training,,,,,1,false
4000125,30001_Training,,,,,1,false
4000126,31001_Training,,,,,1,false
4000127,32001_Training,,,,,1,false
4000128,33001_Training,,,,,1,false
4000129,34001_Training,,,,,1,false
4000130,35001_Training,,,,,1,false
4000131,36001_Training,,,,,1,false
4000132,37001_Training,,,,,1,false
4000133,38001_Training,,,,,1,false
4000134,39001_Training,,,,,1,false
4000135,40001_Training,,,,,1,false
4000136,41001_Training,,,,,1,false
4000137,42001_Training,,,,,1,false
41001,Sex_02,,,,,1,false
41002,Sex_01,,,,,1,false
41003,Sex_03,,,,,1,false
41004,Sex_04,,,,,1,false
41005,7001_Sex,,,,,1,false
41006,3001_Sex,,,,,1,false
41007,1001_Sex,,,,,1,false
41008,2001_Sex,,,,,1,false
41009,4001_Sex,,,,,1,false
41010,5001_Sex,,,,,1,false
41011,6001_Sex,,,,,1,false
41012,8001_Sex,,,,,1,false
41013,9001_Sex,,,,,1,false
41014,10001_Sex,,,,,1,false
41015,11001_Sex,,,,,1,false
41016,12001_Sex,,,,,1,false
41017,Sex_05,,,,,1,false
41018,Sex_06,,,,,1,false
41019,13001_Sex,,,,,1,false
41020,14001_Sex,,,,,1,false
41021,15001_Sex,,,,,1,false
41022,16001_Sex,,,,,1,false
41023,Sex,,,,,1,false
41024,17001_Sex,,,,,1,false
41025,18001_Sex,,,,,1,false
41026,19001_Sex,,,,,1,false
41027,20001_Sex,,,,,1,false
41028,21001_Sex,,,,,1,false
41029,22001_Sex,,,,,1,false
41030,90001_Sex,,,,,1,false
41031,91001_Sex,,,,,1,false
41032,23001_Sex,,,,,1,false
41033,24001_Sex,,,,,1,false
41034,25001_Sex,,,,,1,false
41035,26001_Sex,,,,,1,false
41036,27001_Sex,,,,,1,false
41037,28001_Sex,,,,,1,false
41038,29001_Sex,,,,,1,false
41039,30001_Sex,,,,,1,false
41040,31001_Sex,,,,,1,false
41041,32001_Sex,,,,,1,false
41042,33001_Sex,,,,,1,false
41043,34001_Sex,,,,,1,false
41044,35001_Sex,,,,,1,false
41045,36001_Sex,,,,,1,false
41046,37001_Sex,,,,,1,false
41047,38001_Sex,,,,,1,false
41048,39001_Sex,,,,,1,false
41049,40001_Sex,,,,,1,false
41050,41001_Sex,,,,,1,false
41051,42001_Sex,,,,,1,false
42001,7001_Skin,,,,,1,false
42002,3001_Skin,,,,,1,false
42003,1001_Skin,,,,,1,false
42004,2001_Skin,,,,,1,false
42005,4001_Skin,,,,,1,false
42006,5001_Skin,,,,,1,false
42007,6001_Skin,,,,,1,false
42008,8001_Skin,,,,,1,false
42009,9001_Skin,,,,,1,false
42010,10001_Skin,,,,,1,false
42011,11001_Skin,,,,,1,false
42012,7001_Skin,,,,,1,false
42013,3001_Skin,,,,,1,false
42014,1001_Skin,,,,,1,false
42015,2001_Skin,,,,,1,false
42016,4001_Skin,,,,,1,false
42017,5001_Skin,,,,,1,false
42018,6001_Skin,,,,,1,false
42019,8001_Skin,,,,,1,false
42020,9001_Skin,,,,,1,false
42021,10001_Skin,,,,,1,false
42022,11001_Skin,,,,,1,false
42023,12001_Skin,,,,,1,false
42024,12001_Skin,,,,,1,false
42025,7001_SS,,,,,1,false
42026,3001_SS,,,,,1,false
42027,1001_SS,,,,,1,false
42028,2001_SS,,,,,1,false
42029,4001_SS,,,,,1,false
42030,5001_SS,,,,,1,false
42031,6001_SS,,,,,1,false
42032,8001_SS,,,,,1,false
42033,9001_SS,,,,,1,false
42034,10001_SS,,,,,1,false
42035,11001_SS,,,,,1,false
42036,12001_SS,,,,,1,false
42037,SS,,,,,1,false
42038,13001_Skin,,,,,1,false
42039,13001_Skin,,,,,1,false
42040,14001_Skin,,,,,1,false
42041,14001_Skin,,,,,1,false
42042,13001_SS,,,,,1,false
42043,14001_SS,,,,,1,false
42044,15001_Skin,,,,,1,false
42045,15001_Skin,,,,,1,false
42046,15001_SS,,,,,1,false
42047,SS,,,,,1,false
42048,16001_Skin,,,,,1,false
42049,16001_Skin,,,,,1,false
42050,16001_SS,,,,,1,false
42051,17001_Skin,,,,,1,false
42052,17001_Skin,,,,,1,false
42053,17001_SS,,,,,1,false
42054,18001_Skin,,,,,1,false
42055,18001_Skin,,,,,1,false
42056,18001_SS,,,,,1,false
42057,19001_Skin,,,,,1,false
42058,19001_Skin,,,,,1,false
42059,19001_SS,,,,,1,false
42060,20001_Skin,,,,,1,false
42061,20001_Skin,,,,,1,false
42062,20001_SS,,,,,1,false
42063,21001_Skin,,,,,1,false
42064,21001_Skin,,,,,1,false
42065,21001_SS,,,,,1,false
42066,22001_Skin,,,,,1,false
42067,22001_Skin,,,,,1,false
42068,22001_SS,,,,,1,false
42069,90001_Skin,,,,,1,false
42070,90001_Skin,,,,,1,false
42071,90001_SS,,,,,1,false
42072,91001_Skin,,,,,1,false
42073,91001_Skin,,,,,1,false
42074,91001_SS,,,,,1,false
42075,23001_Skin,,,,,1,false
42076,23001_Skin,,,,,1,false
42077,23001_SS,,,,,1,false
42078,24001_Skin,,,,,1,false
42079,24001_Skin,,,,,1,false
42080,24001_SS,,,,,1,false
42081,25001_Skin,,,,,1,false
42082,25001_Skin,,,,,1,false
42083,25001_SS,,,,,1,false
42084,26001_Skin,,,,,1,false
42085,26001_Skin,,,,,1,false
42086,26001_SS,,,,,1,false
42087,27001_Skin,,,,,1,false
42088,27001_Skin,,,,,1,false
42089,27001_SS,,,,,1,false
42090,28001_Skin,,,,,1,false
42091,28001_Skin,,,,,1,false
42092,28001_SS,,,,,1,false
42093,29001_Skin,,,,,1,false
42094,29001_Skin,,,,,1,false
42095,29001_SS,,,,,1,false
42096,30001_Skin,,,,,1,false
42097,30001_Skin,,,,,1,false
42098,30001_SS,,,,,1,false
42099,31001_Skin,,,,,1,false
42100,31001_Skin,,,,,1,false
42101,31001_SS,,,,,1,false
42102,32001_Skin,,,,,1,false
42103,32001_Skin,,,,,1,false
42104,32001_SS,,,,,1,false
42105,33001_Skin,,,,,1,false
42106,33001_Skin,,,,,1,false
42107,33001_SS,,,,,1,false
42108,34001_Skin,,,,,1,false
42109,34001_Skin,,,,,1,false
42110,34001_SS,,,,,1,false
42111,35001_Skin,,,,,1,false
42112,35001_Skin,,,,,1,false
42113,35001_SS,,,,,1,false
42114,36001_Skin,,,,,1,false
42115,36001_Skin,,,,,1,false
42116,36001_SS,,,,,1,false
42117,37001_Skin,,,,,1,false
42118,37001_Skin,,,,,1,false
42119,37001_SS,,,,,1,false
42120,38001_Skin,,,,,1,false
42121,38001_Skin,,,,,1,false
42122,38001_SS,,,,,1,false
42123,39001_Skin,,,,,1,false
42124,39001_Skin,,,,,1,false
42125,39001_SS,,,,,1,false
42126,40001_Skin,,,,,1,false
42127,40001_Skin,,,,,1,false
42128,40001_SS,,,,,1,false
42129,41001_Skin,,,,,1,false
42130,41001_Skin,,,,,1,false
42131,41001_SS,,,,,1,false
42132,42001_Skin,,,,,1,false
42133,42001_Skin,,,,,1,false
42134,42001_SS,,,,,1,false
43001,2001_Sex,,,,,1,false
43002,9001_Sex,,,,,1,false
43003,10001_Sex,,,,,1,false
43004,11001_Sex,,,,,1,false
43005,3001_Sex,,,,,1,false
43006,4001_Sex,,,,,1,false
43007,6001_Sex,,,,,1,false
43008,8001_Sex,,,,,1,false
43009,7001_Sex,,,,,1,false
43010,5001_Sex,,,,,1,false
43011,1001_Sex,,,,,1,false
43012,12001_Sex,,,,,1,false
43013,13001_Sex,,,,,1,false
43014,14001_Sex,,,,,1,false
43015,15001_Sex,,,,,1,false
43016,16001_Sex,,,,,1,false
43017,17001_Sex,,,,,1,false
43018,18001_Sex,,,,,1,false
43019,19001_Sex,,,,,1,false
43020,20001_Sex,,,,,1,false
43021,21001_Sex,,,,,1,false
43022,22001_Sex,,,,,1,false
43023,90001_Sex,,,,,1,false
43024,91001_Sex,,,,,1,false
43025,23001_Sex,,,,,1,false
43026,24001_Sex,,,,,1,false
43027,25001_Sex,,,,,1,false
43028,26001_Sex,,,,,1,false
43029,27001_Sex,,,,,1,false
43030,28001_Sex,,,,,1,false
43031,29001_Sex,,,,,1,false
43032,30001_Sex,,,,,1,false
43033,31001_Sex,,,,,1,false
43034,32001_Sex,,,,,1,false
43035,33001_Sex,,,,,1,false
43036,34001_Sex,,,,,1,false
43037,35001_Sex,,,,,1,false
43038,36001_Sex,,,,,1,false
43039,37001_Sex,,,,,1,false
43040,38001_Sex,,,,,1,false
43041,39001_Sex,,,,,1,false
43042,40001_Sex,,,,,1,false
43043,41001_Sex,,,,,1,false
43044,42001_Sex,,,,,1,false
100001,,,,,,1,false
100002,,,,,,1,false
100003,,,,,,1,false
100009,,350004,,,,1,false
100010,,350004,,,,1,false
100011,,350004,,,,1,false
100012,EventCoin,,,,,1,TRUE
100013,EventCoin,,,,,1,TRUE
100014,,71,,,,1,false
100015,,71,,,,1,false
100016,,72,,,,1,false
100017,,72,,,,1,false
100018,,73,,,,1,false
100019,,73,,,,1,false
100020,HeartCoin,,,,,1,TRUE
100021,HeartCoin,,,,,1,TRUE
100022,HeartCoin,,,,,1,TRUE
100023,HeartCoin,,,,,1,TRUE
100024,EventCoin,,,,,1,TRUE
100025,EventCoin,,,,,1,TRUE
100026,,350004,,,,1,false
100027,,71,,,,1,false
100028,,71,,,,1,false
100029,,72,,,,1,false
100030,,72,,,,1,false
100031,,73,,,,1,false
100032,,73,,,,1,false
300001,,,,,,1,false
300002,,,,,,1,false
300003,,,,,,1,false
300004,,,,,,1,false
300005,,,,,,1,false
300006,,,,,,1,false
300007,,,,,,1,false
300008,,,,,,1,false
300017,,,,,,1,false
300018,,,,,,1,false
300019,,,,,,1,false
300020,,,,,,1,false
300021,,,,,,1,false
300022,,,,,,1,false
300023,,,,,,1,false
300024,,,,,,1,false
300025,,,,,,1,false
300026,,,,,,1,false
300027,,,,,,1,false
300028,,,,,,1,false
300029,,,,,,1,false
300030,,,,,,1,false
300031,,,,,,1,false
300032,,,,,,1,false
300033,,,,,,1,false
300034,,,,,,1,false
300035,,,,,,1,false
300036,,,,,,1,false
300037,,,,,,1,false
300038,,,,,,1,false
300039,,,,,,1,false
300040,,,,,,1,false
300009,,,,,,1,false
300010,,,,,,1,false
300011,,,,,,1,false
300012,,,,,,1,false
300013,,,,,,1,false
300014,,,,,,1,false
300015,,,,,,1,false
300016,,,,,,1,false
300057,,,,,,1,false
300058,,,,,,1,false
300059,,,,,,1,false
300060,,,,,,1,false
300061,,,,,,1,false
300062,,,,,,1,false
300063,,,,,,1,false
300064,,,,,,1,false
300049,,,,,,1,false
300050,,,,,,1,false
300051,,,,,,1,false
300052,,,,,,1,false
300053,,,,,,1,false
300054,,,,,,1,false
300055,,,,,,1,false
300056,,,,,,1,false
300041,,,,,,1,false
300042,,,,,,1,false
300043,,,,,,1,false
300044,,,,,,1,false
300045,,,,,,1,false
300046,,,,,,1,false
300047,,,,,,1,false
300048,,,,,,1,false
300065,,,,,,1,false
300066,,,,,,1,false
300067,,,,,,1,false
300068,,,,,,1,false
300069,,,,,,1,false
300070,,,,,,1,false
300071,,,,,,1,false
300072,,,,,,1,false
300073,,,,,,1,false
300074,,,,,,1,false
300075,,,,,,1,false
300076,,,,,,1,false
300077,,,,,,1,false
300078,,,,,,1,false
300079,,,,,,1,false
300080,,,,,,1,false
300081,,,,,,1,false
300082,,,,,,1,false
300083,,,,,,1,false
300084,,,,,,1,false
300085,,,,,,1,false
300086,,,,,,1,false
300087,,,,,,1,false
300088,,,,,,1,false
300089,,,,,,1,false
300090,,,,,,1,false
300091,,,,,,1,false
300092,,,,,,1,false
300093,,,,,,1,false
300094,,,,,,1,false
300095,,,,,,1,false
300096,,,,,,1,false
300097,,,,,,1,false
300098,,,,,,1,false
300099,,,,,,1,false
300100,,,,,,1,false
300101,,,,,,1,false
300102,,,,,,1,false
300103,,,,,,1,false
300104,,,,,,1,false
300105,,,,,,1,false
300106,,,,,,1,false
300107,,,,,,1,false
300108,,,,,,1,false
300109,,,,,,1,false
300110,,,,,,1,false
300111,,,,,,1,false
300112,,,,,,1,false
300113,,,,,,1,false
300114,,,,,,1,false
300115,,,,,,1,false
300116,,,,,,1,false
300117,,,,,,1,false
300118,,,,,,1,false
300119,,,,,,1,false
300120,,,,,,1,false
300121,,,,,,1,false
300122,,,,,,1,false
300123,,,,,,1,false
300124,,,,,,1,false
300125,,,,,,1,false
300126,,,,,,1,false
300127,,,,,,1,false
300128,,,,,,1,false
300129,,,,,,1,false
300130,,,,,,1,false
300131,,,,,,1,false
300132,,,,,,1,false
300133,,,,,,1,false
300134,,,,,,1,false
300135,,,,,,1,false
300136,,,,,,1,false
300137,,,,,,1,false
300138,,,,,,1,false
300139,,,,,,1,false
300140,,,,,,1,false
300141,,,,,,1,false
300142,,,,,,1,false
300143,,,,,,1,false
300144,,,,,,1,false
300145,,,,,,1,false
300146,,,,,,1,false
300147,,,,,,1,false
300148,,,,,,1,false
300149,,,,,,1,false
300150,,,,,,1,false
300151,,,,,,1,false
300152,,,,,,1,false
300153,,,,,,1,false
300154,,,,,,1,false
300155,,,,,,1,false
300156,,,,,,1,false
300157,,,,,,1,false
300158,,,,,,1,false
300159,,,,,,1,false
300160,,,,,,1,false
300161,,,,,,1,false
300162,,,,,,1,false
300163,,,,,,1,false
300164,,,,,,1,false
300165,,,,,,1,false
300166,,,,,,1,false
300167,,,,,,1,false
300168,,,,,,1,false
300169,,,,,,1,false
300170,,,,,,1,false
300171,,,,,,1,false
300172,,,,,,1,false
300173,,,,,,1,false
300174,,,,,,1,false
300175,,,,,,1,false
300176,,,,,,1,false
300177,,,,,,1,false
300178,,,,,,1,false
300179,,,,,,1,false
300180,,,,,,1,false
300181,,,,,,1,false
300182,,,,,,1,false
300183,,,,,,1,false
300184,,,,,,1,false
300185,,,,,,1,false
300186,,,,,,1,false
300187,,,,,,1,false
300188,,,,,,1,false
300189,,,,,,1,false
300190,,,,,,1,false
300191,,,,,,1,false
300192,,,,,,1,false
300193,,,,,,1,false
300194,,,,,,1,false
300195,,,,,,1,false
300196,,,,,,1,false
300197,,,,,,1,false
300198,,,,,,1,false
300199,,,,,,1,false
300200,,,,,,1,false
300201,,,,,,1,false
300202,,,,,,1,false
300203,,,,,,1,false
300204,,,,,,1,false
300205,,,,,,1,false
300206,,,,,,1,false
300207,,,,,,1,false
300208,,,,,,1,false
300209,,,,,,1,false
300210,,,,,,1,false
300211,,,,,,1,false
300212,,,,,,1,false
300213,,,,,,1,false
300214,,,,,,1,false
300215,,,,,,1,false
300216,,,,,,1,false
300217,,,,,,1,false
300218,,,,,,1,false
300219,,,,,,1,false
300220,,,,,,1,false
300221,,,,,,1,false
300222,,,,,,1,false
300223,,,,,,1,false
300224,,,,,,1,false
300225,,,,,,1,false
300226,,,,,,1,false
300227,,,,,,1,false
300228,,,,,,1,false
300229,,,,,,1,false
300230,,,,,,1,false
300231,,,,,,1,false
300232,,,,,,1,false
300233,,,,,,1,false
300234,,,,,,1,false
300235,,,,,,1,false
300236,,,,,,1,false
300237,,,,,,1,false
300238,,,,,,1,false
300239,,,,,,1,false
300240,,,,,,1,false
300241,,,,,,1,false
300242,,,,,,1,false
300243,,,,,,1,false
300244,,,,,,1,false
300245,,,,,,1,false
300246,,,,,,1,false
300247,,,,,,1,false
300248,,,,,,1,false
300249,,,,,,1,false
300250,,,,,,1,false
300251,,,,,,1,false
300252,,,,,,1,false
310001,,,,,,1,false
3100011,,,,,,1,false
310002,,,,,,1,false
3100021,,,,,,1,false
310003,,,,,,1,false
3100031,,,,,,1,false
310004,,,,,,1,false
3100041,,,,,,1,false
310005,,,,,,1,false
3100051,,,,,,1,false
310006,,,,,,1,false
3100061,,,,,,1,false
310007,,,,,,1,false
3100071,,,,,,1,false
310008,,,,,,1,false
3100081,,,,,,1,false
310009,,,,,,1,false
3100091,,,,,,1,false
310010,,,,,,1,false
3100101,,,,,,1,false
310011,,,,,,1,false
3100111,,,,,,1,false
310012,,,,,,1,false
3100121,,,,,,1,false
310013,,,,,,1,false
3100131,,,,,,1,false
310014,,,,,,1,false
3100141,,,,,,1,false
310015,,,,,,1,false
3100151,,,,,,1,false
310016,,,,,,1,false
3100161,,,,,,1,false
310017,,,,,,1,false
3100171,,,,,,1,false
310018,,,,,,1,false
3100181,,,,,,1,false
310019,,,,,,1,false
3100191,,,,,,1,false
310020,,,,,,1,false
3100201,,,,,,1,false
310021,,,,,,1,false
3100211,,,,,,1,false
310022,,,,,,1,false
3100221,,,,,,1,false
310023,,,,,,1,false
3100231,,,,,,1,false
310024,,,,,,1,false
3100241,,,,,,1,false
310025,,,,,,1,false
3100251,,,,,,1,false
310026,,,,,,1,false
3100261,,,,,,1,false
310027,,,,,,1,false
3100271,,,,,,1,false
310101,,,,,,1,false
3101011,,,,,,1,false
310102,,,,,,1,false
3101021,,,,,,1,false
310103,,,,,,1,false
3101031,,,,,,1,false
310104,,,,,,1,false
3101041,,,,,,1,false
310105,,,,,,1,false
3101051,,,,,,1,false
310106,,,,,,1,false
3101061,,,,,,1,false
310107,,,,,,1,false
3101071,,,,,,1,false
310108,,,,,,1,false
3101081,,,,,,1,false
310109,,,,,,1,false
3101091,,,,,,1,false
310110,,,,,,1,false
3101101,,,,,,1,false
310111,,,,,,1,false
3101111,,,,,,1,false
310112,,,,,,1,false
3101121,,,,,,1,false
310113,,,,,,1,false
3101131,,,,,,1,false
310114,,,,,,1,false
3101141,,,,,,1,false
310115,,,,,,1,false
3101151,,,,,,1,false
310116,,,,,,1,false
3101161,,,,,,1,false
310117,,,,,,1,false
3101171,,,,,,1,false
310118,,,,,,1,false
3101181,,,,,,1,false
310119,,,,,,1,false
3101191,,,,,,1,false
310120,,,,,,1,false
3101201,,,,,,1,false
310121,,,,,,1,false
3101211,,,,,,1,false
310122,,,,,,1,false
3101221,,,,,,1,false
310123,,,,,,1,false
3101231,,,,,,1,false
310124,,,,,,1,false
3101241,,,,,,1,false
310125,,,,,,1,false
3101251,,,,,,1,false
310126,,,,,,1,false
3101261,,,,,,1,false
310127,,,,,,1,false
3101271,,,,,,1,false
310201,,,,,,1,false
3102011,,,,,,1,false
310202,,,,,,1,false
3102021,,,,,,1,false
310203,,,,,,1,false
3102031,,,,,,1,false
310204,,,,,,1,false
3102041,,,,,,1,false
310205,,,,,,1,false
3102051,,,,,,1,false
310206,,,,,,1,false
3102061,,,,,,1,false
310207,,,,,,1,false
3102071,,,,,,1,false
310208,,,,,,1,false
3102081,,,,,,1,false
310209,,,,,,1,false
3102091,,,,,,1,false
310210,,,,,,1,false
3102101,,,,,,1,false
310211,,,,,,1,false
3102111,,,,,,1,false
310212,,,,,,1,false
3102121,,,,,,1,false
310213,,,,,,1,false
3102131,,,,,,1,false
310214,,,,,,1,false
3102141,,,,,,1,false
310215,,,,,,1,false
3102151,,,,,,1,false
310216,,,,,,1,false
3102161,,,,,,1,false
310217,,,,,,1,false
3102171,,,,,,1,false
310218,,,,,,1,false
3102181,,,,,,1,false
310219,,,,,,1,false
3102191,,,,,,1,false
310220,,,,,,1,false
3102201,,,,,,1,false
310221,,,,,,1,false
3102211,,,,,,1,false
310222,,,,,,1,false
3102221,,,,,,1,false
310223,,,,,,1,false
3102231,,,,,,1,false
310224,,,,,,1,false
3102241,,,,,,1,false
310225,,,,,,1,false
3102251,,,,,,1,false
310226,,,,,,1,false
3102261,,,,,,1,false
310227,,,,,,1,false
3102271,,,,,,1,false
