ID,SkillID,Index,PreIndex,PetClassNeed,FriendValueNeed,PetFractionCost,MoneyCost,LightCost,DarkCost,FireCost,IceCost,WindCost,ThunderCost,RainbowCost,AutoLearn
1,201037,57,44,4,400,25,6000,,,,,,,3,
1,201038,58,45,4,400,25,15000,,,,,,,8,
1,201039,59,46,4,400,25,15000,,,,,,,8,
1,201040,60,35,4,400,25,15000,,,,,,,8,
1,301001,61,60,7,560,40,6000,,,,,,,10,
1,301002,62,47,7,560,40,12000,,,,,,,10,
1,301003,63,49,7,560,40,6000,,,,,,,10,
1,301004,64,49,7,560,40,6000,,,,,,,10,
1,301005,65,50,7,560,40,6000,,,,,,,10,
1,301006,66,50,7,560,40,12000,,,,,,,10,
1,301007,67,55,7,560,40,6000,,,,,,,10,
1,301008,68,55,7,560,40,6000,,,,,,,10,
1,301009,69,56,7,560,40,12000,,,,,,,10,
1,301010,70,58,7,560,40,6000,,,,,,,10,
1,301011,71,58,7,560,40,6000,,,,,,,10,
1,301012,72,59,7,560,40,6000,,,,,,,10,
1,301013,73,59,7,560,40,6000,,,,,,,10,
1,301014,74,60,7,560,40,12000,,,,,,,10,
1,301015,75,61,7,690,60,20000,,,,,,,20,
1,301016,76,62,7,690,60,10000,,,,,,,10,
1,301017,77,62,7,690,60,10000,,,,,,,10,
1,301018,78,66,7,690,60,10000,,,,,,,10,
1,301019,79,66,7,690,60,10000,,,,,,,10,
1,301020,80,67,7,690,60,20000,,,,,,,20,
1,301021,81,69,7,690,60,10000,,,,,,,10,
1,301022,82,69,7,690,60,10000,,,,,,,10,
1,301023,83,71,7,690,60,20000,,,,,,,20,
1,301024,84,72,7,690,60,20000,,,,,,,20,
1,301025,85,74,7,690,60,10000,,,,,,,10,
1,301026,86,74,7,690,60,10000,,,,,,,10,
1,301027,87,75,7,820,67,12000,,,,,,,10,
1,301028,88,75,7,820,67,12000,,,,,,,10,
1,301029,89,77,7,820,67,29000,,,,,,,30,
1,301030,90,78,7,820,67,12000,,,,,,,10,
1,301031,91,79,7,820,67,29000,,,,,,,30,
1,301032,92,80,7,820,67,12000,,,,,,,10,
1,301033,93,80,7,820,67,12000,,,,,,,10,
1,301034,94,81,7,820,67,29000,,,,,,,30,
1,301035,95,82,7,820,67,12000,,,,,,,10,
1,301036,96,83,7,820,67,12000,,,,,,,10,
1,301037,97,83,7,820,67,12000,,,,,,,10,
1,301038,98,84,7,820,67,12000,,,,,,,10,
1,301039,99,84,7,820,67,12000,,,,,,,10,
1,301040,100,85,7,820,67,29000,,,,,,,30,
2,102001,1,,,,,,,,,,,,,1
2,102002,2,,,,,500,,,,,,,,
2,102003,3,,,,,500,,,,,,,,
2,102004,4,,,,,500,,,,,,,,
2,102005,5,1,,,,1000,,,,,,,,
2,102006,6,3,,,,1000,,,,,,,,
2,102007,7,4,,,,500,,,,,,,,
2,102008,8,5,,40,15,800,,,,,,,1,
2,102009,9,5,,40,15,800,,,,,,,1,
2,102010,10,2,,40,15,2000,,,,,,,3,
2,102011,11,6,,40,15,800,,,,,,,1,
2,102012,12,6,,40,15,800,,,,,,,1,
2,102013,13,7,,40,15,2000,,,,,,,3,
2,102014,14,9,,70,17,900,,,,,,,2,
2,102015,15,10,,70,17,2000,,,,,,,5,
2,102016,16,10,,70,17,900,,,,,,,2,
2,102017,17,11,,70,17,2000,,,,,,,5,
2,102018,18,13,,70,17,900,,,,,,,2,
2,102019,19,13,,70,17,900,,,,,,,2,
2,102020,20,8,,70,17,2000,,,,,,,5,
2,202001,21,20,4,120,15,3000,,,,,,,2,
2,202002,22,20,4,120,15,3000,,,,,,,2,
2,202003,23,14,4,120,15,3000,,,,,,,2,
2,202004,24,15,4,120,15,3000,,,,,,,2,
2,202005,25,15,4,120,15,3000,,,,,,,2,
2,202006,26,16,4,120,15,3000,,,,,,,2,
2,202007,27,17,4,120,15,3000,,,,,,,2,
2,202008,28,17,4,120,15,3000,,,,,,,2,
2,202009,29,18,4,120,15,6000,,,,,,,3,
2,202010,30,19,4,120,15,3000,,,,,,,2,
2,202011,31,21,4,120,15,6000,,,,,,,3,
2,202012,32,23,4,120,15,6000,,,,,,,3,
2,202013,33,24,4,120,15,3000,,,,,,,2,
2,202014,34,26,4,120,15,6000,,,,,,,3,
2,202015,35,31,4,250,23,5000,,,,,,,3,
2,202016,36,31,4,250,23,5000,,,,,,,3,
2,202017,37,22,4,250,23,10000,,,,,,,6,
2,202018,38,32,4,250,23,5000,,,,,,,3,
2,202019,39,32,4,250,23,5000,,,,,,,3,
2,202020,40,33,4,250,23,10000,,,,,,,6,
2,202021,41,25,4,250,23,10000,,,,,,,6,
2,202022,42,34,4,250,23,5000,,,,,,,3,
2,202023,43,34,4,250,23,5000,,,,,,,3,
2,202024,44,28,4,250,23,10000,,,,,,,6,
2,202025,45,29,4,250,23,5000,,,,,,,3,
2,202026,46,29,4,250,23,5000,,,,,,,3,
2,202027,47,37,4,400,25,6000,,,,,,,3,
2,202028,48,37,4,400,25,6000,,,,,,,3,
2,202029,49,38,4,400,25,15000,,,,,,,8,
2,202030,50,39,4,400,25,15000,,,,,,,8,
2,202031,51,40,4,400,25,6000,,,,,,,3,
2,202032,52,40,4,400,25,6000,,,,,,,3,
2,202033,53,41,4,400,25,6000,,,,,,,3,
2,202034,54,41,4,400,25,6000,,,,,,,3,
2,202035,55,43,4,400,25,15000,,,,,,,8,
2,202036,56,44,4,400,25,6000,,,,,,,3,
2,202037,57,44,4,400,25,6000,,,,,,,3,
2,202038,58,45,4,400,25,15000,,,,,,,8,
2,202039,59,46,4,400,25,15000,,,,,,,8,
2,202040,60,35,4,400,25,15000,,,,,,,8,
2,302001,61,60,7,560,40,6000,,,,,,,10,
2,302002,62,47,7,560,40,12000,,,,,,,10,
2,302003,63,49,7,560,40,6000,,,,,,,10,
2,302004,64,49,7,560,40,6000,,,,,,,10,
2,302005,65,50,7,560,40,6000,,,,,,,10,
2,302006,66,50,7,560,40,12000,,,,,,,10,
2,302007,67,55,7,560,40,6000,,,,,,,10,
2,302008,68,55,7,560,40,6000,,,,,,,10,
2,302009,69,56,7,560,40,12000,,,,,,,10,
2,302010,70,58,7,560,40,6000,,,,,,,10,
2,302011,71,58,7,560,40,6000,,,,,,,10,
2,302012,72,59,7,560,40,6000,,,,,,,10,
2,302013,73,59,7,560,40,6000,,,,,,,10,
2,302014,74,60,7,560,40,12000,,,,,,,10,
2,302015,75,61,7,690,60,20000,,,,,,,20,
2,302016,76,62,7,690,60,10000,,,,,,,10,
2,302017,77,62,7,690,60,10000,,,,,,,10,
2,302018,78,66,7,690,60,10000,,,,,,,10,
2,302019,79,66,7,690,60,10000,,,,,,,10,
2,302020,80,67,7,690,60,20000,,,,,,,20,
2,302021,81,69,7,690,60,10000,,,,,,,10,
2,302022,82,69,7,690,60,10000,,,,,,,10,
2,302023,83,71,7,690,60,20000,,,,,,,20,
2,302024,84,72,7,690,60,20000,,,,,,,20,
2,302025,85,74,7,690,60,10000,,,,,,,10,
2,302026,86,74,7,690,60,10000,,,,,,,10,
2,302027,87,75,7,820,67,12000,,,,,,,10,
2,302028,88,75,7,820,67,12000,,,,,,,10,
2,302029,89,77,7,820,67,29000,,,,,,,30,
2,302030,90,78,7,820,67,12000,,,,,,,10,
2,302031,91,79,7,820,67,29000,,,,,,,30,
2,302032,92,80,7,820,67,12000,,,,,,,10,
2,302033,93,80,7,820,67,12000,,,,,,,10,
2,302034,94,81,7,820,67,29000,,,,,,,30,
2,302035,95,82,7,820,67,12000,,,,,,,10,
2,302036,96,83,7,820,67,12000,,,,,,,10,
2,302037,97,83,7,820,67,12000,,,,,,,10,
2,302038,98,84,7,820,67,12000,,,,,,,10,
2,302039,99,84,7,820,67,12000,,,,,,,10,
2,302040,100,85,7,820,67,29000,,,,,,,30,
3,103001,1,,,,,,,,,,,,,1
3,103002,2,,,,,400,1,,,,,,,
3,103003,3,,,,,400,1,,,,,,,
3,103004,4,,,,,400,1,,,,,,,
3,103005,5,1,,,,900,3,,,,,,,
3,103006,6,3,,,,900,3,,,,,,,
3,103007,7,4,,,,400,1,,,,,,,
3,103008,8,5,,40,15,600,4,,,,,,,
3,103009,9,5,,40,15,600,4,,,,,,,
3,103010,10,2,,40,15,1000,8,,,,,,,
3,103011,11,6,,40,15,600,4,,,,,,,
3,103012,12,6,,40,15,600,4,,,,,,,
3,103013,13,7,,40,15,1000,8,,,,,,,
3,103014,14,9,,70,17,700,5,,,,,,,
3,103015,15,10,,70,17,2000,10,,,,,,,
3,103016,16,10,,70,17,700,5,,,,,,,
3,103017,17,11,,70,17,2000,10,,,,,,,
3,103018,18,13,,70,17,700,5,,,,,,,
3,103019,19,13,,70,17,700,5,,,,,,,
3,103020,20,8,,70,17,2000,10,,,,,,,
3,203001,21,20,4,120,15,3000,10,,,,,,,
3,203002,22,20,4,120,15,3000,10,,,,,,,
3,203003,23,14,4,120,15,3000,10,,,,,,,
3,203004,24,15,4,120,15,3000,10,,,,,,,
3,203005,25,15,4,120,15,3000,10,,,,,,,
3,203006,26,16,4,120,15,3000,10,,,,,,,
3,203007,27,17,4,120,15,3000,10,,,,,,,
3,203008,28,17,4,120,15,3000,10,,,,,,,
3,203009,29,18,4,120,15,5000,10,,,,,,,
3,203010,30,19,4,120,15,3000,10,,,,,,,
3,203011,31,21,4,120,15,5000,10,,,,,,,
3,203012,32,23,4,120,15,5000,10,,,,,,,
3,203013,33,24,4,120,15,3000,10,,,,,,,
3,203014,34,26,4,120,15,5000,10,,,,,,,
3,203015,35,31,4,250,23,4000,20,,,,,,,
3,203016,36,31,4,250,23,4000,20,,,,,,,
3,203017,37,22,4,250,23,8000,30,,,,,,,
3,203018,38,32,4,250,23,4000,20,,,,,,,
3,203019,39,32,4,250,23,4000,20,,,,,,,
3,203020,40,33,4,250,23,8000,30,,,,,,,
3,203021,41,25,4,250,23,8000,30,,,,,,,
3,203022,42,34,4,250,23,4000,20,,,,,,,
3,203023,43,34,4,250,23,4000,20,,,,,,,
3,203024,44,28,4,250,23,8000,30,,,,,,,
3,203025,45,29,4,250,23,4000,20,,,,,,,
3,203026,46,29,4,250,23,4000,20,,,,,,,
3,203027,47,37,4,400,25,4000,20,,,,,,,
3,203028,48,37,4,400,25,4000,20,,,,,,,
3,203029,49,38,4,400,25,10000,60,,,,,,,
3,203030,50,39,4,400,25,10000,60,,,,,,,
3,203031,51,40,4,400,25,4000,20,,,,,,,
3,203032,52,40,4,400,25,4000,20,,,,,,,
3,203033,53,41,4,400,25,4000,20,,,,,,,
3,203034,54,41,4,400,25,4000,20,,,,,,,
3,203035,55,43,4,400,25,10000,60,,,,,,,
3,203036,56,44,4,400,25,4000,20,,,,,,,
3,203037,57,44,4,400,25,4000,20,,,,,,,
3,203038,58,45,4,400,25,10000,60,,,,,,,
3,203039,59,46,4,400,25,10000,60,,,,,,,
3,203040,60,35,4,400,25,10000,60,,,,,,,
3,303001,61,60,7,560,40,5000,10,,,,,,,
3,303002,62,47,7,560,40,11000,30,,,,,,,
3,303003,63,49,7,560,40,5000,10,,,,,,,
3,303004,64,49,7,560,40,5000,10,,,,,,,
3,303005,65,50,7,560,40,5000,10,,,,,,,
3,303006,66,50,7,560,40,11000,30,,,,,,,
3,303007,67,55,7,560,40,5000,10,,,,,,,
3,303008,68,55,7,560,40,5000,10,,,,,,,
3,303009,69,56,7,560,40,11000,30,,,,,,,
3,303010,70,58,7,560,40,5000,10,,,,,,,
3,303011,71,58,7,560,40,5000,10,,,,,,,
3,303012,72,59,7,560,40,5000,10,,,,,,,
3,303013,73,59,7,560,40,5000,10,,,,,,,
3,303014,74,60,7,560,40,11000,30,,,,,,,
3,303015,75,61,7,690,60,15000,70,,,,,,,
3,303016,76,62,7,690,60,8000,30,,,,,,,
3,303017,77,62,7,690,60,8000,30,,,,,,,
3,303018,78,66,7,690,60,8000,30,,,,,,,
3,303019,79,66,7,690,60,8000,30,,,,,,,
3,303020,80,67,7,690,60,15000,70,,,,,,,
3,303021,81,69,7,690,60,8000,30,,,,,,,
3,303022,82,69,7,690,60,8000,30,,,,,,,
3,303023,83,71,7,690,60,15000,70,,,,,,,
3,303024,84,72,7,690,60,15000,70,,,,,,,
3,303025,85,74,7,690,60,8000,30,,,,,,,
3,303026,86,74,7,690,60,8000,30,,,,,,,
3,303027,87,75,7,820,67,8000,40,,,,,,,
3,303028,88,75,7,820,67,8000,40,,,,,,,
3,303029,89,77,7,820,67,21000,110,,,,,,,
3,303030,90,78,7,820,67,8000,40,,,,,,,
3,303031,91,79,7,820,67,21000,110,,,,,,,
3,303032,92,80,7,820,67,8000,40,,,,,,,
3,303033,93,80,7,820,67,8000,40,,,,,,,
3,303034,94,81,7,820,67,21000,110,,,,,,,
3,303035,95,82,7,820,67,8000,40,,,,,,,
3,303036,96,83,7,820,67,8000,40,,,,,,,
3,303037,97,83,7,820,67,8000,40,,,,,,,
3,303038,98,84,7,820,67,8000,40,,,,,,,
3,303039,99,84,7,820,67,8000,40,,,,,,,
3,303040,100,85,7,820,67,21000,110,,,,,,,
4,104001,1,,,,,,,,,,,,,1
4,104002,2,,,,,400,1,,,,,,,
4,104003,3,,,,,400,,,,,,1,,
4,104004,4,,,,,400,1,,,,,,,
4,104005,5,1,,,,900,3,,,,,,,
4,104006,6,3,,,,900,3,,,,,,,
4,104007,7,4,,,,400,1,,,,,,,
4,104008,8,5,,40,15,600,4,,,,,,,
4,104009,9,5,,40,15,600,,,,,,4,,
4,104010,10,2,,40,15,1000,,,,,,8,,
4,104011,11,6,,40,15,600,4,,,,,,,
4,104012,12,6,,40,15,600,4,,,,,,,
4,104013,13,7,,40,15,1000,8,,,,,,,
4,104014,14,9,,70,17,700,5,,,,,,,
4,104015,15,10,,70,17,2000,10,,,,,,,
4,104016,16,10,,70,17,700,5,,,,,,,
4,104017,17,11,,70,17,2000,,,,,,10,,
4,104018,18,13,,70,17,700,,,,,,5,,
4,104019,19,13,,70,17,700,5,,,,,,,
4,104020,20,8,,70,17,2000,10,,,,,,,
4,204001,21,20,4,120,15,3000,10,,,,,,,
4,204002,22,20,4,120,15,3000,,,,,,10,,
4,204003,23,14,4,120,15,3000,10,,,,,,,
4,204004,24,15,4,120,15,3000,10,,,,,,,
4,204005,25,15,4,120,15,3000,,,,,,10,,
4,204006,26,16,4,120,15,3000,10,,,,,,,
4,204007,27,17,4,120,15,3000,10,,,,,,,
4,204008,28,17,4,120,15,3000,,,,,,10,,
4,204009,29,18,4,120,15,5000,10,,,,,,,
4,204010,30,19,4,120,15,3000,10,,,,,,,
4,204011,31,21,4,120,15,5000,10,,,,,,,
4,204012,32,23,4,120,15,5000,,,,,,10,,
4,204013,33,24,4,120,15,3000,10,,,,,,,
4,204014,34,26,4,120,15,5000,10,,,,,,,
4,204015,35,31,4,250,23,4000,20,,,,,,,
4,204016,36,31,4,250,23,4000,,,,,,20,,
4,204017,37,22,4,250,23,8000,30,,,,,,,
4,204018,38,32,4,250,23,4000,,,,,,20,,
4,204019,39,32,4,250,23,4000,20,,,,,,,
4,204020,40,33,4,250,23,8000,30,,,,,,,
4,204021,41,25,4,250,23,8000,30,,,,,,,
4,204022,42,34,4,250,23,4000,,,,,,20,,
4,204023,43,34,4,250,23,4000,20,,,,,,,
4,204024,44,28,4,250,23,8000,30,,,,,,,
4,204025,45,29,4,250,23,4000,20,,,,,,,
4,204026,46,29,4,250,23,4000,,,,,,20,,
4,204027,47,37,4,400,25,4000,,,,,,20,,
4,204028,48,37,4,400,25,4000,20,,,,,,,
4,204029,49,38,4,400,25,10000,60,,,,,,,
4,204030,50,39,4,400,25,10000,,,,,,60,,
4,204031,51,40,4,400,25,4000,20,,,,,,,
4,204032,52,40,4,400,25,4000,20,,,,,,,
4,204033,53,41,4,400,25,4000,20,,,,,,,
4,204034,54,41,4,400,25,4000,20,,,,,,,
4,204035,55,43,4,400,25,10000,,,,,,60,,
4,204036,56,44,4,400,25,4000,20,,,,,,,
4,204037,57,44,4,400,25,4000,20,,,,,,,
4,204038,58,45,4,400,25,10000,60,,,,,,,
4,204039,59,46,4,400,25,10000,,,,,,60,,
4,204040,60,35,4,400,25,10000,60,,,,,,,
4,304001,61,60,7,560,40,5000,10,,,,,,,
4,304002,62,47,7,560,40,11000,,,,,,30,,
4,304003,63,49,7,560,40,5000,10,,,,,,,
4,304004,64,49,7,560,40,5000,10,,,,,,,
4,304005,65,50,7,560,40,5000,,,,,,10,,
4,304006,66,50,7,560,40,11000,30,,,,,,,
4,304007,67,55,7,560,40,5000,10,,,,,,,
4,304008,68,55,7,560,40,5000,,,,,,10,,
4,304009,69,56,7,560,40,11000,30,,,,,,,
4,304010,70,58,7,560,40,5000,10,,,,,,,
4,304011,71,58,7,560,40,5000,10,,,,,,,
4,304012,72,59,7,560,40,5000,,,,,,10,,
4,304013,73,59,7,560,40,5000,10,,,,,,,
4,304014,74,60,7,560,40,11000,30,,,,,,,
4,304015,75,61,7,690,60,15000,70,,,,,,,
4,304016,76,62,7,690,60,8000,,,,,,30,,
4,304017,77,62,7,690,60,8000,30,,,,,,,
4,304018,78,66,7,690,60,8000,,,,,,30,,
4,304019,79,66,7,690,60,8000,30,,,,,,,
4,304020,80,67,7,690,60,15000,70,,,,,,,
4,304021,81,69,7,690,60,8000,30,,,,,,,
4,304022,82,69,7,690,60,8000,,,,,,30,,
4,304023,83,71,7,690,60,15000,70,,,,,,,
4,304024,84,72,7,690,60,15000,70,,,,,,,
4,304025,85,74,7,690,60,8000,30,,,,,,,
4,304026,86,74,7,690,60,8000,,,,,,30,,
4,304027,87,75,7,820,67,8000,,,,,,40,,
4,304028,88,75,7,820,67,8000,40,,,,,,,
4,304029,89,77,7,820,67,21000,110,,,,,,,
4,304030,90,78,7,820,67,8000,,,,,,40,,
4,304031,91,79,7,820,67,21000,110,,,,,,,
4,304032,92,80,7,820,67,8000,40,,,,,,,
4,304033,93,80,7,820,67,8000,40,,,,,,,
4,304034,94,81,7,820,67,21000,110,,,,,,,
4,304035,95,82,7,820,67,8000,,,,,,40,,
4,304036,96,83,7,820,67,8000,40,,,,,,,
4,304037,97,83,7,820,67,8000,40,,,,,,,
4,304038,98,84,7,820,67,8000,40,,,,,,,
4,304039,99,84,7,820,67,8000,,,,,,40,,
4,304040,100,85,7,820,67,21000,110,,,,,,,
5,105001,1,,,,,,,,,,,,,1
5,105002,2,,,,,400,,1,,,,,,
5,105003,3,,,,,400,,1,,,,,,
5,105004,4,,,,,400,,1,,,,,,
5,105005,5,1,,,,900,,3,,,,,,
5,105006,6,3,,,,900,,3,,,,,,
5,105007,7,4,,,,400,,1,,,,,,
5,105008,8,5,,40,15,600,,4,,,,,,
5,105009,9,5,,40,15,600,,4,,,,,,
5,105010,10,2,,40,15,1000,,8,,,,,,
5,105011,11,6,,40,15,600,,4,,,,,,
5,105012,12,6,,40,15,600,,4,,,,,,
5,105013,13,7,,40,15,1000,,8,,,,,,
5,105014,14,9,,70,17,700,,5,,,,,,
5,105015,15,10,,70,17,2000,,10,,,,,,
5,105016,16,10,,70,17,700,,5,,,,,,
5,105017,17,11,,70,17,2000,,10,,,,,,
5,105018,18,13,,70,17,700,,5,,,,,,
5,105019,19,13,,70,17,700,,5,,,,,,
5,105020,20,8,,70,17,2000,,10,,,,,,
5,205001,21,20,4,120,15,3000,,10,,,,,,
5,205002,22,20,4,120,15,3000,,10,,,,,,
5,205003,23,14,4,120,15,3000,,10,,,,,,
5,205004,24,15,4,120,15,3000,,10,,,,,,
5,205005,25,15,4,120,15,3000,,10,,,,,,
5,205006,26,16,4,120,15,3000,,10,,,,,,
5,205007,27,17,4,120,15,3000,,10,,,,,,
5,205008,28,17,4,120,15,3000,,10,,,,,,
5,205009,29,18,4,120,15,5000,,10,,,,,,
5,205010,30,19,4,120,15,3000,,10,,,,,,
5,205011,31,21,4,120,15,5000,,10,,,,,,
5,205012,32,23,4,120,15,5000,,10,,,,,,
5,205013,33,24,4,120,15,3000,,10,,,,,,
5,205014,34,26,4,120,15,5000,,10,,,,,,
5,205015,35,31,4,250,23,4000,,20,,,,,,
5,205016,36,31,4,250,23,4000,,20,,,,,,
5,205017,37,22,4,250,23,8000,,30,,,,,,
5,205018,38,32,4,250,23,4000,,20,,,,,,
5,205019,39,32,4,250,23,4000,,20,,,,,,
5,205020,40,33,4,250,23,8000,,30,,,,,,
5,205021,41,25,4,250,23,8000,,30,,,,,,
5,205022,42,34,4,250,23,4000,,20,,,,,,
5,205023,43,34,4,250,23,4000,,20,,,,,,
5,205024,44,28,4,250,23,8000,,30,,,,,,
5,205025,45,29,4,250,23,4000,,20,,,,,,
5,205026,46,29,4,250,23,4000,,20,,,,,,
5,205027,47,37,4,400,25,4000,,20,,,,,,
5,205028,48,37,4,400,25,4000,,20,,,,,,
5,205029,49,38,4,400,25,10000,,60,,,,,,
5,205030,50,39,4,400,25,10000,,60,,,,,,
5,205031,51,40,4,400,25,4000,,20,,,,,,
5,205032,52,40,4,400,25,4000,,20,,,,,,
5,205033,53,41,4,400,25,4000,,20,,,,,,
5,205034,54,41,4,400,25,4000,,20,,,,,,
5,205035,55,43,4,400,25,10000,,60,,,,,,
5,205036,56,44,4,400,25,4000,,20,,,,,,
5,205037,57,44,4,400,25,4000,,20,,,,,,
5,205038,58,45,4,400,25,10000,,60,,,,,,
5,205039,59,46,4,400,25,10000,,60,,,,,,
5,205040,60,35,4,400,25,10000,,60,,,,,,
5,305001,61,60,7,560,40,5000,,10,,,,,,
5,305002,62,47,7,560,40,11000,,30,,,,,,
5,305003,63,49,7,560,40,5000,,10,,,,,,
5,305004,64,49,7,560,40,5000,,10,,,,,,
5,305005,65,50,7,560,40,5000,,10,,,,,,
5,305006,66,50,7,560,40,11000,,30,,,,,,
5,305007,67,55,7,560,40,5000,,10,,,,,,
5,305008,68,55,7,560,40,5000,,10,,,,,,
5,305009,69,56,7,560,40,11000,,30,,,,,,
5,305010,70,58,7,560,40,5000,,10,,,,,,
5,305011,71,58,7,560,40,5000,,10,,,,,,
5,305012,72,59,7,560,40,5000,,10,,,,,,
5,305013,73,59,7,560,40,5000,,10,,,,,,
5,305014,74,60,7,560,40,11000,,30,,,,,,
5,305015,75,61,7,690,60,15000,,70,,,,,,
5,305016,76,62,7,690,60,8000,,30,,,,,,
5,305017,77,62,7,690,60,8000,,30,,,,,,
5,305018,78,66,7,690,60,8000,,30,,,,,,
5,305019,79,66,7,690,60,8000,,30,,,,,,
5,305020,80,67,7,690,60,15000,,70,,,,,,
5,305021,81,69,7,690,60,8000,,30,,,,,,
5,305022,82,69,7,690,60,8000,,30,,,,,,
5,305023,83,71,7,690,60,15000,,70,,,,,,
5,305024,84,72,7,690,60,15000,,70,,,,,,
5,305025,85,74,7,690,60,8000,,30,,,,,,
5,305026,86,74,7,690,60,8000,,30,,,,,,
5,305027,87,75,7,820,67,8000,,40,,,,,,
5,305028,88,75,7,820,67,8000,,40,,,,,,
5,305029,89,77,7,820,67,21000,,110,,,,,,
5,305030,90,78,7,820,67,8000,,40,,,,,,
5,305031,91,79,7,820,67,21000,,110,,,,,,
5,305032,92,80,7,820,67,8000,,40,,,,,,
5,305033,93,80,7,820,67,8000,,40,,,,,,
5,305034,94,81,7,820,67,21000,,110,,,,,,
5,305035,95,82,7,820,67,8000,,40,,,,,,
5,305036,96,83,7,820,67,8000,,40,,,,,,
5,305037,97,83,7,820,67,8000,,40,,,,,,
5,305038,98,84,7,820,67,8000,,40,,,,,,
5,305039,99,84,7,820,67,8000,,40,,,,,,
5,305040,100,85,7,820,67,21000,,110,,,,,,
6,106001,1,,,,,,,,,,,,,1
6,106002,2,,,,,400,,1,,,,,,
6,106003,3,,,,,400,,,,1,,,,
6,106004,4,,,,,400,,1,,,,,,
6,106005,5,1,,,,900,,3,,,,,,
6,106006,6,3,,,,900,,3,,,,,,
6,106007,7,4,,,,400,,1,,,,,,
6,106008,8,5,,40,15,600,,4,,,,,,
6,106009,9,5,,40,15,600,,,,4,,,,
6,106010,10,2,,40,15,1000,,,,8,,,,
6,106011,11,6,,40,15,600,,4,,,,,,
6,106012,12,6,,40,15,600,,4,,,,,,
6,106013,13,7,,40,15,1000,,8,,,,,,
6,106014,14,9,,70,17,700,,5,,,,,,
6,106015,15,10,,70,17,2000,,10,,,,,,
6,106016,16,10,,70,17,700,,5,,,,,,
6,106017,17,11,,70,17,2000,,,,10,,,,
6,106018,18,13,,70,17,700,,,,5,,,,
6,106019,19,13,,70,17,700,,5,,,,,,
6,106020,20,8,,70,17,2000,,10,,,,,,
6,206001,21,20,4,120,15,3000,,10,,,,,,
6,206002,22,20,4,120,15,3000,,,,10,,,,
6,206003,23,14,4,120,15,3000,,10,,,,,,
