ID,SKILL_NAME,SKILL_TIP,SPRateOnUI,ICON,ItemIcon,EnergyImage,PROPERTY,COMBO_GROUP,COMBO_STEP,TriggerCDTime,USING_TIME,ANIMATON_START,ANIMATON_CASTING,ANIMATON_FIRE,EnergyMax,EnergyRecover,EnergyCost,CAST_TIME,IgnoreDebuff,FaceToTarget,SelectTargetType,SelectTargetDistance,CAN_MOVE,IsTargetSameCamp,CAN_ROTATE,INVINCIBILITY,STATUS_IDs,TipEffect,SelectPositionRadius,SelectPositionShift,SummonRoleIDs,NetSTATUS_IDs,Remove_Status,VersionControl
FS0024,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0024,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E003,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,25,600,,,1,1,30,,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0031,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0031,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E000,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,25,600,,,1,1,20,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0032,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0032,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E000,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,25,600,,,1,1,20,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0033,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0033,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E000,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,25,600,,,1,1,20,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0034,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0034,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E000,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,25,600,,,1,1,20,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0041,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0041,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E002,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,25,600,,,,,,1,,,,992019,,,,,Icon\,,
FS0042,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0042,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E002,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,25,600,,,,,,1,,,,992020,,,,,Icon\,,
FS0043,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0043,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E002,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,25,600,,,,,,1,,,,992021,,,,,Icon\,,
FS0044,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0044,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E002,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,25,600,,,,,,1,,,,992023,,,,,Icon\,,
FS0050,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0050,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E001,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,991019,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0051,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0051,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E001,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,991019,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0052,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0052,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E001,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,991020,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0053,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0053,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E001,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,991021,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0054,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0054,T_SKILL_SPRateOnUI_108,,Icon/Icon10_ElvHead/Icon01_Head_S_E001,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,991022,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0061,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0061,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E008,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,992020,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0062,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0062,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E008,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,992022,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0063,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0063,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E008,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,992024,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0064,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0064,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E008,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,992025,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0070,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0070,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E010,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P001_skill_1_warning_0-FX_P001_skill_1_warning,,,,Icon\,,
FS0071,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0071,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E010,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P001_skill_1_warning_0-FX_P001_skill_1_warning,,,,Icon\,,
FS0072,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0072,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E010,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P001_skill_1_warning_0-FX_P001_skill_1_warning,,,,Icon\,,
FS0073,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0073,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E010,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P001_skill_1_warning_0-FX_P001_skill_1_warning,,,,Icon\,,
FS0074,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0074,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E010,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P001_skill_1_warning_0-FX_P001_skill_1_warning,,,,Icon\,,
FS0080,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0080,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E011,UI50_Skill_Ring_3,1,,,15,1,,,Use_item,1200,30,400,,,1,1,30,1,,,,999023,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0081,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0081,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E011,UI50_Skill_Ring_3,1,,,15,1,,,Use_item,1200,30,400,,,1,1,30,1,,,,999023,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0082,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0082,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E011,UI50_Skill_Ring_3,1,,,15,1,,,Use_item,1200,30,400,,,1,1,30,1,,,,999026,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0083,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0083,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E011,UI50_Skill_Ring_3,1,,,15,1,,,Use_item,1200,30,400,,,1,1,30,1,,,,999029,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0084,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0084,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E011,UI50_Skill_Ring_3,1,,,15,1,,,Use_item,1200,30,400,,,1,1,30,1,,,,999032,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0090,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0090,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E016,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0091,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0091,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E016,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0092,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0092,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E016,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0093,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0093,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E016,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0094,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0094,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E016,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0100,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0100,T_SKILL_SPRateOnUI_101,,Icon/Icon10_ElvHead/Icon01_Head_S_E004,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,40,,,,,,FX_P008_skill_1_warning_0-FX_P008_skill_1_warning,,,,Icon\,,
FS0101,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0101,T_SKILL_SPRateOnUI_101,,Icon/Icon10_ElvHead/Icon01_Head_S_E004,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,40,,,,,,FX_P008_skill_1_warning_0-FX_P008_skill_1_warning,,,,Icon\,,
FS0102,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0102,T_SKILL_SPRateOnUI_101,,Icon/Icon10_ElvHead/Icon01_Head_S_E004,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,40,,,,,,FX_P008_skill_1_warning_0-FX_P008_skill_1_warning,,,,Icon\,,
FS0103,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0103,T_SKILL_SPRateOnUI_101,,Icon/Icon10_ElvHead/Icon01_Head_S_E004,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,40,,,,,,FX_P008_skill_1_warning_0-FX_P008_skill_1_warning,,,,Icon\,,
FS0104,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0104,T_SKILL_SPRateOnUI_101,,Icon/Icon10_ElvHead/Icon01_Head_S_E004,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,40,,,,,,FX_P008_skill_1_warning_0-FX_P008_skill_1_warning,,,,Icon\,,
FS0110,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0110,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E009,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0111,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0111,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E009,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0112,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0112,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E009,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0113,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0113,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E009,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0114,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0114,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E009,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0120,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0120,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E015,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,,,,1,,,,996008,FX_P24_skill_2_warning_0-FX_P24_skill_2_warning,,,,Icon\,,
FS0121,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0121,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E015,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,,,,1,,,,996008,FX_P24_skill_2_warning_0-FX_P24_skill_2_warning,,,,Icon\,,
FS0122,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0122,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E015,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,,,,1,,,,996009,FX_P24_skill_2_warning_0-FX_P24_skill_2_warning,,,,Icon\,,
FS0123,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0123,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E015,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,,,,1,,,,996009,FX_P24_skill_2_warning_0-FX_P24_skill_2_warning,,,,Icon\,,
FS0124,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0124,T_SKILL_SPRateOnUI_114,,Icon/Icon10_ElvHead/Icon01_Head_S_E015,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,,,,1,,,,996010,FX_P24_skill_2_warning_0-FX_P24_skill_2_warning,,,,Icon\,,
FS0130,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0130,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E014,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,990022,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0131,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0131,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E014,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,990023,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0132,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0132,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E014,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,990024,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0133,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0133,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E014,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,990025,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
FS0134,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0134,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E014,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,990026,FX_P001_skill_2_warning_0-FX_P001_skill_2_warning,30,,,Icon\,,
FS0140,T_SKILL_SKILL_NAME_FS0011,T_SKILL_SKILL_TIP_FS0140,T_SKILL_SPRateOnUI_110,,Icon/Icon10_ElvHead/Icon01_Head_S_E007,UI50_Skill_Ring_2,1,,,15,1,,,Use_item,1200,30,600,,,1,1,30,1,,,,,FX_P002_skill_1_warning_0-FX_P002_skill_1_warning,,,,Icon\,,
