SKILL_ID,INDEX,MISSILE_NAME,MISSILE_NAME_Enemy,MISSILE_COUNT,ANGLE,BIND_TYPE,DMG_RATE,DynamicAtt,DMG_CONSTANT,DMG_MaxHpRate,PROBABILITY,STATUS_IDs,IS_CONTINUE,FREQUENCY,FLY_VALUE,IRT_VALUE,WARNINGEFFECT,DELAY_MSTIME,IsOnlyBoss,MaxDamageRate
7005,,R18_P07_skill_2_0,,1,,,,,,,,,1,1,,,,,,
7006,,R18_P07_skill_3_0,,1,,1,,,,,,,1,,,,,,,
7006,1,R18_P07_skill_3_1,,3,10,,1.49,,,,1,994506-994517,,1,10,,,,,
7007,,R18_P07_skill_4_0,,1,,,,,,,,,1,1,,,,,,
8001,,R18_P08_atk_1_0,,3,10,,0.47,,,,,,,1,10,,,,,
8002,,R18_P08_atk_1_0,,3,10,,0.47,,,,,,,1,10,,,,,
8003,,R18_P08_atk_1_0,,3,10,,0.47,,,,,,,1,10,,,,,
8004,,R18_P08_skill_1_0,,1,,,,,,,,,,1,,21,,,,
8004,1,R18_P08_skill_1_1,,1,,3,1.95,,,,1,997007,1,1,,21,,,,
8005,,R18_P08_skill_2_0,,1,,,,,,,,,1,,,,,,,
8005,1,R18_P08_skill_2_1,R18_P08_skill_2_1_E,1,,,0.22,,,,1,994505,1,1,10,,,,,
8006,,R18_P08_skill_1_0,,1,,,,,,,,,,1,,21,,,,
8006,1,R18_P08_skill_1_1,,1,,3,1.95,,,,1,997007-992502,1,1,,21,,,,
8007,,R18_P08_skill_2_0,,1,,,,,,,,,1,,,,,,,
8007,1,R18_P08_skill_2_1,R18_P08_skill_2_1_E,1,,,0.22,,,,1,994505,1,1,10,,,,,
9001,,R18_P09_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
9001,1,R18_P09_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
9002,,R18_P09_atk_2_0,,1,,,0.65,,,,,,,1,10,,,,,
9002,1,R18_P09_atk_2_1,,1,,,0.65,,,,,,,1,10,,,,,
9003,,R18_P09_atk_3_0,,1,,,0.65,,,,,,,1,10,,,,,
9003,1,R18_P09_atk_3_1,,1,,,0.65,,,,,,,1,10,,,,,
9004,,R18_P09_skill_1_0,,1,,,,,,,,,,1,,,,,,
9004,1,R18_P09_skill_1_1,,1,,,0.72,,,,1,997011,1,1,10,,,,,
9005,,R18_P09_skill_2_0,,1,,1,2.5,,,,,,1,1,10,,,,,
9005,1,R18_P09_skill_2_1,,1,,2,,,,,,,1,1,,,,,,
9006,,R18_P09_skill_3_0,,1,,,1,,,,,,,1,,,,,,
9006,1,R18_P09_skill_3_1,,1,,,0.72,,,,1,997011,1,1,10,,,,,
9007,,R18_P09_skill_2_0,,1,,1,2.5,,,,,,1,1,10,,,,,
9007,1,R18_P09_skill_2_1,,1,,2,,,,,,,1,1,,,,,,
10001,,R18_P10_atk_1_0,,1,,,,,,,,,,1,10,,,,,
10001,1,R18_P10_atk_1_1,,1,,,1,,,,,,1,1,,,,,,
10002,,R18_P10_atk_1_0,,1,,,,,,,,,,1,10,,,,,
10002,1,R18_P10_atk_1_1,,1,,,1,,,,,,1,1,,,,,,
10003,,R18_P10_atk_1_0,,1,,,,,,,,,,1,10,,,,,
10003,1,R18_P10_atk_1_1,,1,,,1,,,,,,1,1,,,,,,
10004,,R18_P10_skill_1_0,,1,,,,,,,1,993003,1,1,,-1,,,,
10004,1,R18_P10_skill_1_1,R18_P10_skill_1_1_E,1,,,,,,,1,993503,1,1,10,,,,,
10005,,R18_P10_skill_2_0,R18_P10_skill_2_0_E,1,,,,,,,1,992501,1,1,,,,,,
10005,1,R18_P10_skill_2_1,,1,,,2.34,,,,1,991501,,1,10,,,,,
10005,2,R18_P10_skill_2_2,,1,,,2.34,,,,1,991501,,1,10,,,,,
10005,3,R18_P10_skill_2_3,,1,,,2.34,,,,1,991501,,1,10,,,,,
10005,4,R18_P10_skill_2_4,,1,,,2.34,,,,1,991501,,1,10,,,,,
10006,,R18_P10_skill_1_0,,1,,,,,,,1,993004,1,1,,-1,,,,
10006,1,R18_P10_skill_1_1,R18_P10_skill_1_1_E,1,,,,,,,1,993511,1,1,10,,,,,
10007,,R18_P10_skill_2_0,R18_P10_skill_2_0_E,1,,,,,,,1,992501,1,1,,,,,,
10007,1,R18_P10_skill_2_1,,1,,,2.34,,,,1,991501,,1,10,,,,,
10007,2,R18_P10_skill_2_2,,1,,,2.34,,,,1,991501,,1,10,,,,,
10007,3,R18_P10_skill_2_3,,1,,,2.34,,,,1,991501,,1,10,,,,,
10007,4,R18_P10_skill_2_4,,1,,,2.34,,,,1,991501,,1,10,,,,,
11001,,R18_P11_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
11002,,R18_P11_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
11003,,R18_P11_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
11004,,R18_P11_skill_1_0,R18_P11_skill_1_0_E,1,,,,,,,1,995002-996003,,1,,,,,,
11005,,R18_P11_skill_2_0,,1,,,2.24,,,,1,991502,,1,21,,,,,
11005,1,R18_P11_skill_2_1,,1,,,2.24,,,,1,991502,,1,21,,,,,
11005,2,R18_P11_skill_2_2,,1,,,2.24,,,,1,991502,,1,21,,,,,
11005,3,R18_P11_skill_2_3,,1,,,2.24,,,,1,991502,,1,21,,,,,
11006,,R18_P11_skill_1_0,R18_P11_skill_1_0_E,1,,,,,,,1,995002-996004,,1,,,,,,
11007,,R18_P11_skill_2_0,,1,,,2.24,,,,1,991502,,1,21,,,,,
11007,1,R18_P11_skill_2_1,,1,,,2.24,,,,1,991502,,1,21,,,,,
11007,2,R18_P11_skill_2_2,,1,,,2.24,,,,1,991502,,1,21,,,,,
11007,3,R18_P11_skill_2_3,,1,,,2.24,,,,1,991502,,1,21,,,,,
12001,,R18_P12_atk_1_0,,3,5,,0.55,,,,,,,1,10,,,,,
12001,1,R18_P12_atk_1_1,,1,,,,,,,,,1,1,,,,,,
12002,,R18_P12_atk_1_0,,3,5,,0.55,,,,,,,1,10,,,,,
12002,1,R18_P12_atk_1_1,,1,,,,,,,,,1,1,,,,,,
12003,,R18_P12_atk_1_0,,3,5,,0.55,,,,,,,1,10,,,,,
12003,1,R18_P12_atk_1_1,,1,,,,,,,,,1,1,,,,,,
12004,,R18_P12_skill_1_0,,1,,2,,,,,,,1,,,,,,,
12004,1,R18_P12_skill_1_1,R18_P12_skill_1_1_E,1,,,2.07,,,,,,1,1,21,21,,,,
12004,2,R18_P12_skill_1_2,,1,,2,,,,,,,1,,,,,,,
12004,3,R18_P12_skill_1_3,,1,,,,,,,,,1,1,,,,,,
12005,,R18_P12_skill_2_0,,1,,,0.6,,,,,,1,2,10,,,,,
12005,1,R18_P12_skill_2_1,,1,3,,,,,,,,,1,,,,,,
12005,2,R18_P12_skill_2_2,,1,3,,,,,,,,,1,,,,,,
12006,,R18_P12_skill_1_0,,1,,2,,,,,,,1,,,,,,,
12006,1,R18_P12_skill_1_4,R18_P12_skill_1_4_E,1,,,2.07,,,,1,994508,1,1,21,21,,,,
12006,2,R18_P12_skill_1_2,,1,,2,,,,,,,1,,,,,,,
12006,4,R18_P12_skill_1_5,,1,,,,,,,,,1,1,,,,,,
12007,,R18_P12_skill_2_0,,1,,,0.83,,,,,,1,2,10,,,,,
12007,1,R18_P12_skill_2_1,,1,3,,,,,,,,,1,,,,,,
12007,2,R18_P12_skill_2_2,,1,3,,,,,,,,,1,,,,,,
13001,,R18_P13_atk_1_0,,1,,,,,,,,,,1,10,,,,,
13001,1,R18_P13_atk_1_1,,1,,,1,,,,,,1,1,,,,,,
13002,,R18_P13_atk_1_0,,1,,,,,,,,,,1,10,,,,,
13002,1,R18_P13_atk_1_1,,1,,,1,,,,,,1,1,,,,,,
13003,,R18_P13_atk_1_0,,1,,,,,,,,,,1,10,,,,,
13003,1,R18_P13_atk_1_1,,1,,,1,,,,,,1,1,,,,,,
13004,,R18_P13_skill_1_0,,1,,,1.87,,,,1,993506,,1,10,,,,,
13004,1,R18_P13_skill_1_1,,1,,,1.87,,,,1,993506,,1,10,,,,,
13004,2,R18_P13_skill_1_2,,1,,,1.87,,,,1,993506,,1,10,,,,,
13004,3,R18_P13_skill_1_3,,1,,,1.87,,,,1,993506,,1,10,,,,,
13005,,R18_P13_skill_2_0,,1,,2,,,,,,,1,,,,,,,
13005,1,R18_P13_skill_2_1,,1,,2,,,,,,,1,,,,,,,
13005,2,R18_P13_skill_2_2,,1,,1,2.4,BuffAddDamage+993506+0.3&BuffAddBuff+993506+0+993507,,,,,1,1,10,,,,,
13006,,R18_P13_skill_1_0,,1,,,1.87,,,,1,993512,,1,10,,,,,
13006,1,R18_P13_skill_1_1,,1,,,1.87,,,,1,993512,,1,10,,,,,
13006,2,R18_P13_skill_1_2,,1,,,1.87,,,,1,993512,,1,10,,,,,
13006,3,R18_P13_skill_1_3,,1,,,1.87,,,,1,993512,,1,10,,,,,
13007,,R18_P13_skill_2_0,,1,,2,,,,,,,1,,,,,,,
13007,1,R18_P13_skill_2_1,,1,,2,,,,,,,1,,,,,,,
13007,2,R18_P13_skill_2_2,,1,,1,2.4,BuffAddDamage+993512+0.3&BuffAddBuff+993512+0+993507,,,,,1,1,10,,,,,
14001,,R18_P14_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
14001,1,R18_P14_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
14002,,R18_P14_atk_2_0,,1,,,0.65,,,,,,,1,10,,,,,
14002,1,R18_P14_atk_2_1,,1,,,0.65,,,,,,,1,10,,,,,
14003,,R18_P14_atk_3_0,,1,,,0.65,,,,,,,1,10,,,,,
14003,1,R18_P14_atk_3_1,,1,,,0.65,,,,,,,1,10,,,,,
14004,,R18_P14_skill_1_0,,3,10,,0.94,,,,1,995501,,1,10,,,,,
14005,,R18_P14_skill_2_0,,1,,,2.34,,,,,,1,1,21,21,,,,
14006,,R18_P14_skill_1_0,,3,10,,0.94,,,,1,995501,,1,10,,,,,
14007,,R18_P14_skill_2_0,,1,,,2.34,,,,,,1,1,21,21,,,,
15001,,R18_P15_atk_1_0,,1,,,1,,,,,,,1,10,,,,,
15002,,R18_P15_atk_1_0,,1,,,1,,,,,,,1,10,,,,,
15003,,R18_P15_atk_1_0,,1,,,1,,,,,,,1,10,,,,,
15004,,R18_P15_skill_1_0,,1,,,1.98,,,,1,994507,1,1,10,,,,,
15004,1,R18_P15_skill_1_1,,1,,,,,,,1,993510,1,1,10,,,,,
15004,2,R18_P15_skill_1_2,,1,,,,,,,,,1,1,,,,,,
15005,,R18_P15_skill_2_0,,1,,2,,,,,,,1,1,,,,,,
15005,1,R18_P15_skill_2_1,,1,,,2.5,,,,,,1,1,10,10,,,,
15006,,R18_P15_skill_1_0,,1,,,1.98,,,,1,994507,1,1,10,,,,,
15006,1,R18_P15_skill_1_1,,1,,,,,,,1,993514,1,1,10,,,,,
15006,2,R18_P15_skill_1_2,,1,,,,,,,,,1,1,,,,,,
15007,,R18_P15_skill_2_0,,1,,2,,,,,,,1,1,,,,,,
15007,1,R18_P15_skill_2_1,,1,,,2.5,,,,,,1,1,10,10,,,,
16001,,R18_P16_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
16001,1,R18_P16_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
16002,,R18_P16_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
16002,1,R18_P16_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
16003,,R18_P16_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
16003,1,R18_P16_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
16004,,R18_P16_skill_1_0,,1,,,1.8,,,,1,992503,1,1,21,21,,,,
16004,1,R18_P16_skill_1_1,,1,,2,,,,,,,1,1,,,,,,
16005,,R18_P16_skill_2_0,R18_P16_skill_2_0_E,1,,,,,,,,,1,1,,,,,,
16005,1,R18_P16_skill_2_1,,1,,,2.5,,,,,,1,1,10,10,,,,
16005,2,R18_P16_skill_2_2,,1,,,,,,,1,993005,1,1,,,,,,
16006,2,R18_P16_skill_3_0,,1,,,1.8,,,,1,992503,1,1,21,21,,,,
16006,3,R18_P16_skill_3_1,,1,,,1.8,,,,1,992503,1,1,21,21,,,,
16006,4,R18_P16_skill_3_2,,1,,,1.8,,,,1,992503,1,1,21,21,,,,
16006,1,R18_P16_skill_1_1,,1,,2,,,,,,,1,1,,,,,,
16007,,R18_P16_skill_2_0,R18_P16_skill_2_0_E,1,,,,,,,,,1,1,,,,,,
16007,1,R18_P16_skill_2_1,,1,,,2.5,,,,,,1,1,10,10,,,,
16007,2,R18_P16_skill_2_2,,1,,,,,,,1,993005,1,1,,,,,,
17001,,R18_P17_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
17002,,R18_P17_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
17003,,R18_P17_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
17004,,R18_P17_skill_1_0,,1,,,1.92,,,,,,,1,10,10,,,,
17004,1,R18_P17_skill_1_1,,1,,,1.92,,,,,,,1,10,10,,,,
17004,2,R18_P17_skill_1_2,,1,,,1.92,,,,,,,1,10,10,,,,
17004,3,R18_P17_skill_1_3,,1,,,1.92,,,,,,,1,10,10,,,,
17005,,R18_P17_skill_2_0,R18_P17_skill_2_0_E,1,,,,,,,,,1,1,,,,,,
17005,1,R18_P17_skill_2_1,,1,,,2.43,,,,1,992504-994509,1,1,10,10,,,,
17006,,R18_P17_skill_1_0,,1,,,1.92,,,,,,,1,10,10,,,,
17006,1,R18_P17_skill_1_1,,1,,,1.92,,,,,,,1,10,10,,,,
17006,2,R18_P17_skill_1_2,,1,,,1.92,,,,,,,1,10,10,,,,
17006,3,R18_P17_skill_1_3,,1,,,1.92,,,,,,,1,10,10,,,,
17007,,R18_P17_skill_2_0,R18_P17_skill_2_0_E,1,,,,,,,,,1,1,,,,,,
17007,1,R18_P17_skill_2_1,,1,,,3.03,,,,1,992504-994509,1,1,10,10,,,,
18001,,R18_P18_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
18002,,R18_P18_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
18003,,R18_P18_atk_1_0,,1,,,1.15,,,,,,,,10,,,,,
18004,,R18_P18_skill_1_0,,1,,,,,,,,,,1,,,,,,
18004,1,R18_P18_skill_1_1,,1,,,2.04,,,,1,997013-997014,1,1,10,,,,,
18005,,R18_P18_skill_2_0,,1,,,2.6,,,,,,1,1,21,21,,,,
18006,,R18_P18_skill_1_0,,1,,,,,,,,,,1,,,,,,
18006,1,R18_P18_skill_1_1,,1,,,2.04,,,,1,997017-997016,1,1,10,,,,,
18007,,R18_P18_skill_2_0,,1,,,2.6,,,,,,1,1,21,21,,,,
19001,,R18_P19_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
19001,1,R18_P19_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
19002,,R18_P19_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
19002,1,R18_P19_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
19003,,R18_P19_atk_1_0,,1,,,0.65,,,,,,,1,10,,,,,
19003,1,R18_P19_atk_1_1,,1,,,0.65,,,,,,,1,10,,,,,
19004,,R18_P19_skill_1_0,R18_P19_skill_1_0_E,1,,,,,,,,,1,,,,,,,
19004,1,R18_P19_skill_1_1,,1,,,1.94,,,,1,992505,1,1,10,,,,,
19004,2,R18_P19_skill_1_2,,1,10,,,,,,1,993006,1,1,,,,,,
19005,,R18_P19_skill_2_0,,1,,,2.6,,,,1,994510,1,1,10,,,,,
19005,1,R18_P19_skill_2_1,,1,,,2.6,,,,1,994510,1,1,10,,,,,
19005,2,R18_P19_skill_2_2,,1,,,2.6,,,,1,994510,1,1,10,,,,,
19005,3,R18_P19_skill_2_3,,1,,,,,,,1,994510,1,1,,,,,,
19006,,R18_P19_skill_1_0,R18_P19_skill_1_0_E,1,,,,,,,,,1,,,,,,,
19006,1,R18_P19_skill_1_1,,1,,,2.2,,,,1,992505,1,1,10,,,,,
19006,2,R18_P19_skill_1_2,,1,10,,,,,,1,993008,1,1,,,,,,
19007,,R18_P19_skill_4_0,,1,,,2.6,,,,1,994510-993518,1,1,10,,,,,
19007,1,R18_P19_skill_4_1,,1,,,2.6,,,,1,994510-993518,1,1,10,,,,,
19007,2,R18_P19_skill_4_2,,1,,,2.6,,,,1,994510-993518,1,1,10,,,,,
19007,3,R18_P19_skill_4_3,,1,,,,,,,1,994510,1,1,,,,,,
20001,,R18_P20_atk_1_0,,1,,,1,,,,,,,1,10,,,,,
20002,,R18_P20_atk_1_0,,1,,,1,,,,,,,1,10,,,,,
20003,,R18_P20_atk_1_0,,1,,,1,,,,,,,1,10,,,,,
20004,,R18_P20_skill_1_0,,1,,,,,,,,,1,1,,,,,,
20004,1,R18_P20_skill_1_1,,1,,,,,,,,,1,1,,,,,,
20004,2,R18_P20_skill_1_2,,1,,,,,,,,,1,1,,,,,,
20004,3,R18_P20_skill_1_3,,1,,,0.8,,,,1,992506,,1,10,,,,,
20005,,R18_P20_skill_2_0,,1,,,,,,,,,1,1,10,,,,,
20005,1,R18_P20_skill_2_1,,1,,,2.5,,,,,,1,1,21,21,,,,
20006,,R18_P20_skill_1_0,,1,,,,,,,,,1,1,,,,,,
20006,1,R18_P20_skill_1_1,,1,,,,,,,,,1,1,,,,,,
20006,2,R18_P20_skill_1_2,,1,,,,,,,,,1,1,,,,,,
20006,3,R18_P20_skill_1_3,,1,,,0.8,,,,1,992506,,1,10,,,,,
20007,,R18_P20_skill_2_0,,1,,,,,,,,,1,1,10,,,,,
20007,1,R18_P20_skill_2_1,,1,,,2.5,,,,,,1,1,21,21,,,,
21001,,R18_P21_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
21002,,R18_P21_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
21003,,R18_P21_atk_1_0,,1,,,0.47,,,,,,,1,10,,,,,
21004,,R18_P21_skill_1_0,,1,,,2.06,,,,1,997015,1,1,10,21,,,,
21005,,R18_P21_skill_2_0,,1,,,,,,,,,,1,10,10,,,,
21005,1,R18_P21_skill_2_1,,1,,,2.5,,,,1,990007-991503,1,1,10,10,,,,
21006,,R18_P21_skill_1_0,,1,,,2.06,,,,1,997015,1,1,10,21,,,,
21007,,R18_P21_skill_2_0,,1,,,,,,,,,,1,10,10,,,,
21007,1,R18_P21_skill_2_1,,1,,,2.5,,,,1,990007-991503,1,1,10,10,,,,
22001,,R18_P22_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
22002,,R18_P22_atk_1_0,,1,,,1.15,,,,,,,1,10,,,,,
22003,,R18_P22_atk_1_0,,1,,,1.15,,,,,,,,10,,,,,
22004,,R18_P22_skill_1_0,,3,10,,,,,,,,,1,,,,,,
22004,1,R18_P22_skill_1_1,,1,,,1.24,,,,1,991504,1,1,21,21,,,,
22005,,R18_P22_skill_2_0,,1,,,2.6,,,,,,1,1,10,10,,,,
22005,2,R18_P22_skill_2_2,,1,,1,,,,,,,1,,,,,,,
22005,3,R18_P22_skill_2_3,,5,30,,0.5,,,,,,,1,10,10,,,,
22006,,R18_P22_skill_1_0,,3,10,,,,,,,,,1,,,,,,
22006,1,R18_P22_skill_1_1,,1,,,1.24,,,,1,991504,1,1,21,21,,,,
22007,,R18_P22_skill_2_0,,1,,,2.9,,,,,,1,1,10,10,,,,
22007,2,R18_P22_skill_2_2,,1,,1,,,,,,,1,,,,,,,
22007,3,R18_P22_skill_2_3,,5,30,,0.5,,,,,,,1,10,10,,,,
