ID,Type,StringValue,Value,Condition,Value2,CheckItems,PreTasks,SortValue,MainType,Group,VipLimit,SteamAchievement,TypeString,Title,Info,Icon,Days,ResetType,Activity,Drop,VersionControls
15,13,,1,>=,,,,,,1,,,,T_Quest_Title_5,T_Quest_Info_4,,1,,,400016,152
16,38,,5,>=,,,,,,1,,,,T_Quest_Title_5,T_Quest_Info_8,,1,,,400017,152
27,38,,10,>=,,,,,,11,,,,T_Quest_Title_27,T_Quest_Info_27,,-1,,GuildEvent,GuildEventDrop001,137
28,38,,30,>=,,,,,,11,,,,T_Quest_Title_27,T_Quest_Info_28,,-1,,GuildEvent,GuildEventDrop002,137
29,38,,50,>=,,,,,,11,,,,T_Quest_Title_27,T_Quest_Info_29,,-1,,GuildEvent,GuildEventDrop003,137
30,38,,80,>=,,,,,,11,,,,T_Quest_Title_27,T_Quest_Info_30,,-1,,GuildEvent,GuildEventDrop004,137
31,38,,100,>=,,,,,,11,,,,T_Quest_Title_27,T_Quest_Info_31,,-1,,GuildEvent,GuildEventDrop005,137
2501,96,,8,>=,,2502-2503-2504-2505-2506-2507-2508-2509,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2501,,-1,,37001,37001_MD01,541
2502,44,,50,>=,,37001,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2502,,-1,,37001,37001_MD02,541
2503,43,161037,,>=,3,37001,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2503,,-1,,37001,37001_MD03,541
2504,33,,37001,>=,12,,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2504,,-1,,37001,37001_MD04,541
2505,33,,37001,>=,15,,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2505,,-1,,37001,37001_MD05,541
2506,29,,1,>=,,37001,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2506,,-1,,37001,37001_MD06,541
2507,45,,10,>=,,320137,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2507,,-1,,37001,37001_MD07,541
2508,45,,30,>=,,320137,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2508,,-1,,37001,37001_MD08,541
2509,45,,50,>=,,320137,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2509,,-1,,37001,37001_MD09,541
2511,96,,8,>=,,2512-2513-2514-2515-2516-2517-2518-2519,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2511,,-1,,38001,38001_MD01,542
2512,44,,50,>=,,38001,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2512,,-1,,38001,38001_MD02,542
2513,43,161038,,>=,3,38001,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2513,,-1,,38001,38001_MD03,542
2514,33,,38001,>=,12,,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2514,,-1,,38001,38001_MD04,542
2515,33,,38001,>=,15,,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2515,,-1,,38001,38001_MD05,542
2516,29,,1,>=,,38001,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2516,,-1,,38001,38001_MD06,542
2517,45,,10,>=,,320138,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2517,,-1,,38001,38001_MD07,542
2518,45,,30,>=,,320138,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2518,,-1,,38001,38001_MD08,542
2519,45,,50,>=,,320138,,,,21,,,,T_Quest_Title_2501,T_Quest_Info_2519,,-1,,38001,38001_MD09,542
1401,8,,1000,>=,,,,,,11,,,,T_Quest_Title_1401,T_Quest_Info_1401,,,,,2022NYDrop001,131
1402,8,,2000,>=,,,,,,11,,,,T_Quest_Title_1401,T_Quest_Info_1402,,,,,2022NYDrop002,131
1403,8,,4000,>=,,,,,,11,,,,T_Quest_Title_1401,T_Quest_Info_1403,,,,,2022NYDrop003,131
1404,8,,6000,>=,,,,,,11,,,,T_Quest_Title_1401,T_Quest_Info_1404,,,,,2022NYDrop004,131
1405,8,,8000,>=,,,,,,11,,,,T_Quest_Title_1401,T_Quest_Info_1405,,,,,2022NYDrop005,131
1406,8,,10000,>=,,,,,,11,,,,T_Quest_Title_1401,T_Quest_Info_1406,,,,,2022NYDrop006,131
1407,8,,15000,>=,,,,,,11,,,,T_Quest_Title_1401,T_Quest_Info_1407,,,,,2022NYDrop007,131
1408,8,,20000,>=,,,,,,11,,,,T_Quest_Title_1401,T_Quest_Info_1408,,,,,2022NYDrop008,131
1409,8,,25000,>=,,,,,,11,,,,T_Quest_Title_1401,T_Quest_Info_1409,,,,,2022NYDrop009,131
1410,8,,30000,>=,,,,,,11,,,,T_Quest_Title_1401,T_Quest_Info_1410,,,,,2022NYDrop010,131
1411,19,,34001,>=,350,,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1411,,10,,,2022VDDrop001,133
1412,19,,12001,>=,350,,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1412,,10,,,2022VDDrop002,133
1413,19,,4001,>=,350,,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1413,,10,,,2022VDDrop003,133
1414,19,,7001,>=,350,,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1414,,10,,,2022VDDrop004,133
1415,19,,25001,>=,350,,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1415,,10,,,2022VDDrop005,133
1416,100,,5,>=,,34001,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1416,,10,,,2022VDDrop001,133
1417,100,,5,>=,,12001,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1417,,10,,,2022VDDrop002,133
1418,100,,5,>=,,4001,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1418,,10,,,2022VDDrop003,133
1419,100,,5,>=,,7001,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1419,,10,,,2022VDDrop004,133
1420,100,,5,>=,,25001,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1420,,10,,,2022VDDrop005,133
1421,19,,39001,>=,350,,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1421,,10,,,2022VDDrop006,133
1422,19,,26001,>=,350,,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1422,,10,,,2022VDDrop007,133
1423,19,,2001,>=,350,,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1423,,10,,,2022VDDrop008,133
1424,19,,6001,>=,350,,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1424,,10,,,2022VDDrop009,133
1425,19,,1001,>=,350,,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1425,,10,,,2022VDDrop010,133
1426,100,,5,>=,,39001,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1426,,10,,,2022VDDrop006,133
1427,100,,5,>=,,26001,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1427,,10,,,2022VDDrop007,133
1428,100,,5,>=,,2001,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1428,,10,,,2022VDDrop008,133
1429,100,,5,>=,,6001,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1429,,10,,,2022VDDrop009,133
1430,100,,5,>=,,1001,,,,11,,,,T_Quest_Title_1411,T_Quest_Info_1430,,10,,,2022VDDrop010,133
1431,15,,5,>=,,,,,,11,,,,T_Quest_Title_1431,T_Quest_Info_1431,,1,,135,2022SKDrop001,135
1432,13,,5,>=,,,,,,11,,,,T_Quest_Title_1431,T_Quest_Info_1432,,1,,135,2022SKDrop002,135
1433,40,,5,>=,,,,,,11,,,,T_Quest_Title_1431,T_Quest_Info_20,,1,,135,2022SKDrop002,135
1701,16,,5,>=,,,,,3,1,,,,T_Quest_Title_1701,T_Quest_Info_1701,,,1,,GuildQuestDrop001,67
1702,1,,5000,>=,,,,,3,1,,,,T_Quest_Title_1701,T_Quest_Info_1702,,,1,,GuildQuestDrop002,67
1703,15,,10,>=,,,,,3,1,,,,T_Quest_Title_1701,T_Quest_Info_1703,,,1,,GuildQuestDrop003,67
1704,13,,10,>=,,,,,3,1,,,,T_Quest_Title_1701,T_Quest_Info_1704,,,1,,GuildQuestDrop004,67
1705,38,,10,>=,,,,,3,1,,,,T_Quest_Title_1701,T_Quest_Info_27,,,1,,GuildQuestDrop005,67
1706,40,,10,>=,,,,,3,1,,,,T_Quest_Title_1701,T_Quest_Info_1706,,,1,,GuildQuestDrop006,67
1707,45,,50,>=,,,,,3,1,,,,T_Quest_Title_1701,T_Quest_Info_1707,,,1,,GuildQuestDrop007,67
801,100,,10,>=,,1001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_801,,1,,,400021,901
802,100,,10,>=,,2001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_802,,1,,,400022,351-902
803,100,,10,>=,,3001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_803,,1,,,400023,903
804,100,,10,>=,,4001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_804,,1,,,400024,904
805,100,,10,>=,,5001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_805,,1,,,400025,905
806,100,,10,>=,,6001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_806,,1,,,400026,906
807,100,,10,>=,,7001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_807,,1,,,400027,907
808,100,,10,>=,,8001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_808,,1,,,400028,908
809,100,,10,>=,,9001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_809,,1,,,400029,352-909
810,100,,10,>=,,10001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_810,,1,,,400030,353-910
811,100,,10,>=,,11001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_811,,1,,,400031,354-911
812,100,,10,>=,,12001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_812,,1,,,400032,355-912
813,100,,10,>=,,13001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_813,,1,,,400033,356-913
814,100,,10,>=,,14001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_814,,1,,,400034,357-914
815,100,,10,>=,,15001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_815,,1,,,400035,358-915
816,100,,10,>=,,16001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_816,,1,,,400036,359-916
817,100,,10,>=,,17001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_817,,1,,,400037,360-917
818,100,,10,>=,,18001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_818,,1,,,400038,361-918
819,100,,10,>=,,19001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_819,,1,,,400039,362-919
820,100,,10,>=,,20001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_820,,1,,,400040,363-920
821,100,,10,>=,,21001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_821,,1,,,400041,364-921
822,100,,10,>=,,22001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_822,,1,,,400042,365-922
890,100,,10,>=,,90001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_890,,1,,,400043,366-990
891,100,,10,>=,,91001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_891,,1,,,400044,367-991
823,100,,10,>=,,23001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_823,,1,,,400045,368-923
824,100,,10,>=,,24001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_824,,1,,,400046,369-924
825,100,,10,>=,,25001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_825,,1,,,400048,370-925
826,100,,10,>=,,26001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_826,,1,,,400049,371-926
827,100,,10,>=,,27001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_827,,1,,,400050,372-927-59
828,100,,10,>=,,28001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_828,,1,,,400054,373-928
829,100,,10,>=,,29001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_829,,1,,,400055,374-929
830,100,,10,>=,,30001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_830,,1,,,400056,375-930
831,100,,10,>=,,31001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_831,,1,,,400057,376-931
832,100,,10,>=,,32001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_832,,1,,,400059,377-932
833,100,,10,>=,,33001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_833,,1,,,400060,378-933
834,100,,10,>=,,34001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_834,,1,,,400061,379-934
835,100,,10,>=,,35001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_835,,1,,,400062,380-935
836,100,,10,>=,,36001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_836,,1,,,400063,381-936
837,100,,10,>=,,37001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_837,,1,,,400064,382-937
838,100,,10,>=,,38001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_838,,1,,,400065,383-938
839,100,,10,>=,,39001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_839,,1,,,400066,384-939
840,100,,10,>=,,10040001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_840,,1,,,400067,385-940
841,100,,10,>=,,10041001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_841,,1,,,400068,386-941
842,100,,10,>=,,10042001,,,,1,,,,T_Quest_Title_5,T_Quest_Info_842,,1,,,400069,387-942
1501,101,,10,>=,,FE009,,,,1,,,,T_Quest_Title_5,T_Quest_Info_1501,,1,,,FDA1501,64-1004-1501
1502,101,,10,>=,,FE010,,,,1,,,,T_Quest_Title_5,T_Quest_Info_1502,,1,,,FDA1502,64-1005-1502
1503,101,,10,>=,,FE011,,,,1,,,,T_Quest_Title_5,T_Quest_Info_1503,,1,,,FDA1503,64-1006-1503
1504,101,,10,>=,,FE012,,,,1,,,,T_Quest_Title_5,T_Quest_Info_1504,,1,,,FDA1504,64-1007-1504
1505,101,,10,>=,,FE013,,,,1,,,,T_Quest_Title_5,T_Quest_Info_1505,,1,,,FDA1505,64-1008-1505
1506,101,,10,>=,,FE014,,,,1,,,,T_Quest_Title_5,T_Quest_Info_1506,,1,,,FDA1506,64-1009-1506
1507,101,,10,>=,,FE015,,,,1,,,,T_Quest_Title_5,T_Quest_Info_1507,,1,,,FDA1507,64-1010-1507
1508,101,,10,>=,,FE016,,,,1,,,,T_Quest_Title_5,T_Quest_Info_1508,,1,,,FDA1508,64-1011-1508
101,20,,10,>=,,,,,4,1,,,,,,,,,,410001,
102,20,,20,>=,,,,,4,1,,,,,,,,,,410002,
103,20,,30,>=,,,,,4,1,,,,,,,,,,410003,
104,20,,50,>=,,,,,4,1,,,,,,,,,,410004,
105,20,,70,>=,,,,,4,1,,,,,,,,,,410005,
106,20,,100,>=,,,,,4,1,,,,,,,,,,410006,
107,20,,130,>=,,,,,4,1,,,,,,,,,,410007,
108,20,,160,>=,,,,,4,1,,,,,,,,,,410008,
109,20,,190,>=,,,,,4,1,,,,,,,,,,410009,
110,20,,220,>=,,,,,4,1,,,,,,,,,,410010,
111,20,,250,>=,,,,,4,1,,,,,,,,,,410011,
112,20,,280,>=,,,,,4,1,,,,,,,,,,410012,
113,20,,310,>=,,,,,4,1,,,,,,,,,,410013,
114,20,,340,>=,,,,,4,1,,,,,,,,,,410014,
115,20,,370,>=,,,,,4,1,,,,,,,,,,410015,
116,20,,410,>=,,,,,4,1,,,,,,,,,,410016,
117,20,,450,>=,,,,,4,1,,,,,,,,,,410017,
118,20,,490,>=,,,,,4,1,,,,,,,,,,410018,
119,20,,530,>=,,,,,4,1,,,,,,,,,,410019,
120,20,,570,>=,,,,,4,1,,,,,,,,,,410020,
121,20,,610,>=,,,,,4,1,,,,,,,,,,410021,
122,20,,650,>=,,,,,4,1,,,,,,,,,,410022,
123,20,,690,>=,,,,,4,1,,,,,,,,,,410023,
124,20,,730,>=,,,,,4,1,,,,,,,,,,410024,
125,20,,770,>=,,,,,4,1,,,,,,,,,,410025,
126,20,,820,>=,,,,,4,1,,,,,,,,,,410026,
127,20,,870,>=,,,,,4,1,,,,,,,,,,410027,
128,20,,920,>=,,,,,4,1,,,,,,,,,,410028,
129,20,,970,>=,,,,,4,1,,,,,,,,,,410029,
130,20,,1020,>=,,,,,4,1,,,,,,,,,,410030,
131,20,,1070,>=,,,,,4,1,,,,,,,,,,410031,
132,20,,1120,>=,,,,,4,1,,,,,,,,,,410032,
133,20,,1170,>=,,,,,4,1,,,,,,,,,,410033,
134,20,,1220,>=,,,,,4,1,,,,,,,,,,410034,
135,20,,1270,>=,,,,,4,1,,,,,,,,,,410035,
136,20,,1330,>=,,,,,4,1,,,,,,,,,,410036,
137,20,,1400,>=,,,,,4,1,,,,,,,,,,410037,278
138,20,,1435,>=,,,,,4,1,,,,,,,,,,410038,278
139,20,,1470,>=,,,,,4,1,,,,,,,,,,410039,278
140,20,,1505,>=,,,,,4,1,,,,,,,,,,410040,278
141,20,,1540,>=,,,,,4,1,,,,,,,,,,410041,278
142,20,,1575,>=,,,,,4,1,,,,,,,,,,410042,278
143,20,,1610,>=,,,,,4,1,,,,,,,,,,410043,278
144,20,,1645,>=,,,,,4,1,,,,,,,,,,410044,278
145,20,,1680,>=,,,,,4,1,,,,,,,,,,410045,278
146,20,,1750,>=,,,,,4,1,,,,,,,,,,410046,278
147,20,,1785,>=,,,,,4,1,,,,,,,,,,410047,279
148,20,,1820,>=,,,,,4,1,,,,,,,,,,410048,279
149,20,,1855,>=,,,,,4,1,,,,,,,,,,410049,279
150,20,,1890,>=,,,,,4,1,,,,,,,,,,410050,279
151,20,,1925,>=,,,,,4,1,,,,,,,,,,410051,279
152,20,,1960,>=,,,,,4,1,,,,,,,,,,410052,279
153,20,,1995,>=,,,,,4,1,,,,,,,,,,410053,279
154,20,,2030,>=,,,,,4,2000,,,,,,,,,,410054,279
155,20,,2065,>=,,,,,4,2000,,,,,,,,,,410055,279
156,20,,2100,>=,,,,,4,2000,,,,,,,,,,410056,279
157,20,,2135,>=,,,,,4,2000,,,,,,,,,,410057,280
158,20,,2170,>=,,,,,4,2000,,,,,,,,,,410058,280
159,20,,2205,>=,,,,,4,2000,,,,,,,,,,410059,280
160,20,,2240,>=,,,,,4,2000,,,,,,,,,,410060,280
161,20,,2275,>=,,,,,4,2000,,,,,,,,,,410061,280
162,20,,2310,>=,,,,,4,2000,,,,,,,,,,410062,280
163,20,,2345,>=,,,,,4,2000,,,,,,,,,,410063,280
164,20,,2380,>=,,,,,4,2000,,,,,,,,,,410064,280
165,20,,2415,>=,,,,,4,2000,,,,,,,,,,410065,280
166,20,,2450,>=,,,,,4,2000,,,,,,,,,,410066,280
167,20,,2485,>=,,,,,4,2000,,,,,,,,,,410067,281
168,20,,2520,>=,,,,,4,2000,,,,,,,,,,410068,281
169,20,,2555,>=,,,,,4,2000,,,,,,,,,,410069,281
170,20,,2590,>=,,,,,4,2000,,,,,,,,,,410070,281
171,20,,2625,>=,,,,,4,2000,,,,,,,,,,410071,281
172,20,,2660,>=,,,,,4,2000,,,,,,,,,,410072,281
173,20,,2695,>=,,,,,4,2000,,,,,,,,,,410073,281
174,20,,2730,>=,,,,,4,2000,,,,,,,,,,410074,281
175,20,,2765,>=,,,,,4,2000,,,,,,,,,,410075,281
176,20,,2800,>=,,,,,4,2000,,,,,,,,,,410076,281
177,20,,2835,>=,,,,,4,2000,,,,,,,,,,410077,282
178,20,,2870,>=,,,,,4,2000,,,,,,,,,,410078,282
179,20,,2905,>=,,,,,4,2000,,,,,,,,,,410079,282
180,20,,2940,>=,,,,,4,2000,,,,,,,,,,410080,282
181,20,,2975,>=,,,,,4,2000,,,,,,,,,,410081,282
182,20,,3010,>=,,,,,4,2000,,,,,,,,,,410082,282
183,20,,3045,>=,,,,,4,2000,,,,,,,,,,410083,282
184,20,,3080,>=,,,,,4,2000,,,,,,,,,,410084,282
185,20,,3115,>=,,,,,4,2000,,,,,,,,,,410085,282
186,20,,3150,>=,,,,,4,2000,,,,,,,,,,410086,282
187,20,,3185,>=,,,,,4,2000,,,,,,,,,,410087,283
188,20,,3220,>=,,,,,4,2000,,,,,,,,,,410088,283
189,20,,3255,>=,,,,,4,2000,,,,,,,,,,410089,283
190,20,,3290,>=,,,,,4,2000,,,,,,,,,,410090,283
191,20,,3325,>=,,,,,4,2000,,,,,,,,,,410091,283
192,20,,3360,>=,,,,,4,2000,,,,,,,,,,410092,283
193,20,,3395,>=,,,,,4,2000,,,,,,,,,,410093,283
194,20,,3430,>=,,,,,4,2000,,,,,,,,,,410094,283
195,20,,3465,>=,,,,,4,2000,,,,,,,,,,410095,283
196,20,,3500,>=,,,,,4,2000,,,,,,,,,,410096,283
197,20,,3535,>=,,,,,4,2000,,,,,,,,,,410097,286
198,20,,3570,>=,,,,,4,2000,,,,,,,,,,410098,286
199,20,,3605,>=,,,,,4,2000,,,,,,,,,,410099,286
200,20,,3640,>=,,,,,4,2000,,,,,,,,,,410100,286
201,20,,3675,>=,,,,,4,2000,,,,,,,,,,410101,286
202,20,,3710,>=,,,,,4,2000,,,,,,,,,,410102,286
203,20,,3745,>=,,,,,4,2000,,,,,,,,,,410103,286
204,20,,3780,>=,,,,,4,2000,,,,,,,,,,410104,286
205,20,,3815,>=,,,,,4,2000,,,,,,,,,,410105,286
206,20,,3850,>=,,,,,4,2000,,,,,,,,,,410106,286
207,20,,3885,>=,,,,,4,2000,,,,,,,,,,410107,291
208,20,,3920,>=,,,,,4,2000,,,,,,,,,,410108,291
209,20,,3955,>=,,,,,4,2000,,,,,,,,,,410109,291
210,20,,3990,>=,,,,,4,2000,,,,,,,,,,410110,291
211,20,,4025,>=,,,,,4,4000,,,,,,,,,,410111,291
212,20,,4060,>=,,,,,4,4000,,,,,,,,,,410112,291
213,20,,4095,>=,,,,,4,4000,,,,,,,,,,410113,291
214,20,,4130,>=,,,,,4,4000,,,,,,,,,,410114,291
215,20,,4165,>=,,,,,4,4000,,,,,,,,,,410115,291
216,20,,4200,>=,,,,,4,4000,,,,,,,,,,410116,291
217,20,,4235,>=,,,,,4,4000,,,,,,,,,,410117,324
218,20,,4270,>=,,,,,4,4000,,,,,,,,,,410118,324
219,20,,4305,>=,,,,,4,4000,,,,,,,,,,410119,324
220,20,,4340,>=,,,,,4,4000,,,,,,,,,,410120,324
221,20,,4375,>=,,,,,4,4000,,,,,,,,,,410121,324
222,20,,4410,>=,,,,,4,4000,,,,,,,,,,410122,324
223,20,,4445,>=,,,,,4,4000,,,,,,,,,,410123,324
224,20,,4480,>=,,,,,4,4000,,,,,,,,,,410124,324
225,20,,4515,>=,,,,,4,4000,,,,,,,,,,410125,324
226,20,,4550,>=,,,,,4,4000,,,,,,,,,,410126,324
227,20,,4585,>=,,,,,4,4000,,,,,,,,,,410127,325
228,20,,4620,>=,,,,,4,4000,,,,,,,,,,410128,325
229,20,,4655,>=,,,,,4,4000,,,,,,,,,,410129,325
230,20,,4690,>=,,,,,4,4000,,,,,,,,,,410130,325
231,20,,4725,>=,,,,,4,4000,,,,,,,,,,410131,325
232,20,,4760,>=,,,,,4,4000,,,,,,,,,,410132,325
233,20,,4795,>=,,,,,4,4000,,,,,,,,,,410133,326
234,20,,4830,>=,,,,,4,4000,,,,,,,,,,410134,326
235,20,,4865,>=,,,,,4,4000,,,,,,,,,,410135,326
236,20,,4900,>=,,,,,4,4000,,,,,,,,,,410136,326
237,20,,4935,>=,,,,,4,4000,,,,,,,,,,410137,327
238,20,,4970,>=,,,,,4,4000,,,,,,,,,,410138,327
239,20,,5005,>=,,,,,4,4000,,,,,,,,,,410139,327
240,20,,5040,>=,,,,,4,4000,,,,,,,,,,410140,327
241,20,,5075,>=,,,,,4,4000,,,,,,,,,,410141,327
242,20,,5110,>=,,,,,4,4000,,,,,,,,,,410142,327
243,20,,5145,>=,,,,,4,4000,,,,,,,,,,410143,327
244,20,,5180,>=,,,,,4,4000,,,,,,,,,,410144,327
245,20,,5215,>=,,,,,4,4000,,,,,,,,,,410145,327
246,20,,5250,>=,,,,,4,4000,,,,,,,,,,410146,327
247,20,,5285,>=,,,,,4,4000,,,,,,,,,,410147,332
248,20,,5320,>=,,,,,4,4000,,,,,,,,,,410148,332
249,20,,5355,>=,,,,,4,4000,,,,,,,,,,410149,332
250,20,,5390,>=,,,,,4,4000,,,,,,,,,,410150,332
251,20,,5425,>=,,,,,4,4000,,,,,,,,,,410151,332
252,20,,5460,>=,,,,,4,4000,,,,,,,,,,410152,332
253,20,,5495,>=,,,,,4,4000,,,,,,,,,,410153,332
254,20,,5530,>=,,,,,4,4000,,,,,,,,,,410154,332
255,20,,5565,>=,,,,,4,4000,,,,,,,,,,410155,332
256,20,,5600,>=,,,,,4,4000,,,,,,,,,,410156,332
257,20,,5635,>=,,,,,4,4000,,,,,,,,,,410147,335
258,20,,5670,>=,,,,,4,4000,,,,,,,,,,410148,335
259,20,,5705,>=,,,,,4,4000,,,,,,,,,,410149,335
260,20,,5740,>=,,,,,4,4000,,,,,,,,,,410150,335
261,20,,5775,>=,,,,,4,4000,,,,,,,,,,410151,335
262,20,,5810,>=,,,,,4,4000,,,,,,,,,,410152,335
