ID,DropType,DropRefrence,Rate,VipLimit,Count,Min,Max,VersionControls,ShowRateName,ShowRateGroup,ShowRate
999001,Item,200017,0.0041125,,,10,10,,T_DropMain_ShowRateName_999001_44,T_DropMain_ShowRateGroup_999001_38,0.00411
999001,Item,200023,0.0041125,,,10,10,,T_DropMain_ShowRateName_999001_45,T_DropMain_ShowRateGroup_999001_38,0.00411
999001,Item,200010,0.00639722222222222,,,10,10,,T_DropMain_ShowRateName_999001_46,T_DropMain_ShowRateGroup_999001_38,0.0064
999001,Item,200013,0.00639722222222222,,,10,10,,T_DropMain_ShowRateName_999001_47,T_DropMain_ShowRateGroup_999001_38,0.0064
999001,Item,200016,0.00639722222222222,,,10,10,,T_DropMain_ShowRateName_999001_48,T_DropMain_ShowRateGroup_999001_38,0.0064
999001,Item,200022,0.00639722222222222,,,10,10,,T_DropMain_ShowRateName_999001_49,T_DropMain_ShowRateGroup_999001_38,0.0064
999001,Item,200003,0.0114601666666667,,,10,10,,T_DropMain_ShowRateName_999001_50,T_DropMain_ShowRateGroup_999001_38,0.01146
999001,Item,200006,0.0114601666666667,,,10,10,,T_DropMain_ShowRateName_999001_51,T_DropMain_ShowRateGroup_999001_38,0.01146
999001,Item,200021,0.0118074444444444,,,10,10,,T_DropMain_ShowRateName_999001_52,T_DropMain_ShowRateGroup_999001_38,0.01181
999001,Item,200002,0.014476,,,10,10,,T_DropMain_ShowRateName_999001_53,T_DropMain_ShowRateGroup_999001_38,0.01448
999001,Item,200005,0.014476,,,10,10,,T_DropMain_ShowRateName_999001_54,T_DropMain_ShowRateGroup_999001_38,0.01448
999001,Item,200020,0.0149146666666667,,,10,10,,T_DropMain_ShowRateName_999001_55,T_DropMain_ShowRateGroup_999001_38,0.01491
999001,Item,200001,0.018095,,,,10,,T_DropMain_ShowRateName_999001_56,T_DropMain_ShowRateGroup_999001_38,0.0181
999001,Item,200004,0.018095,,,10,10,,T_DropMain_ShowRateName_999001_57,T_DropMain_ShowRateGroup_999001_38,0.0181
999001,Item,200019,0.0186433333333333,,,10,10,,T_DropMain_ShowRateName_999001_58,T_DropMain_ShowRateGroup_999001_38,0.01859
999002,Item,975,1,,,1,1,,,,
999003,Item,FR001,1,,,1,1,,,,
999004,Item,11,1,,,170,170,,,,
999005,Item,11,1,,,500,500,,,,
999006,Item,11,1,,,1000,1000,,,,
999007,Item,11,1,,,1500,1500,,,,
999008,Item,11,1,,,3045,3045,,,,
999009,Item,11,1,,,5075,5075,,,,
999010,Item,11,1,,,10000,10000,,,,
999011,Item,11,1,,,75,75,,,,
999012,Item,11,1,,,380,380,,,,
999013,Item,11,1,,,760,760,,,,
999014,Item,11,1,,,1140,1140,,,,
999015,Item,11,1,,,2280,2280,,,,
999016,Item,11,1,,,3800,3800,,,,
999017,Item,11,1,,,7600,7600,,,,
999018,Item,11,1,,,700,700,,,,
999019,Item,11,1,,,6080,6080,,,,
14,Item,14,1,,,3,3,112,,,
101,Item,2,1,,,150,150,,,,
101,Item,10,1,,,100,100,,,,
102,Item,2,1,,,1125,1125,,,,
103,Item,2,1,,,450,450,,,,
103,Item,917,1,,,1,1,,,,
104,Item,2,1,,,450,450,,,,
104,Item,916,1,,,1,1,,,,
105,Item,2,1,,,450,450,,,,
105,Item,250003,1,,,5,5,,,,
106,Item,2,1,,,450,450,,,,
106,Item,350004,1,,,12,12,,,,
107,Item,2,1,,,450,450,,,,
107,Item,350001,1,,,12,12,,,,
108,Item,2,1,,,300,300,,,,
108,Item,350002,1,,,12,12,,,,
109,Item,2,1,,,150,150,,,,
109,Item,350003,1,,,12,12,,,,
110,Item,2,1,,,450,450,,,,
110,Item,1,1,,,900,900,,,,
141,Item,2,1,,,450,450,,,,
141,Item,350005,1,,,75,75,,,,
142,Item,2,1,,,450,450,,,,
142,Item,806,1,,,1,1,,,,
143,Item,2,1,,,450,450,,,,
143,Item,350009,1,,,20,20,,,,
144,Item,2,1,,,450,450,,,,
144,Item,809,1,,,1,1,,,,
145,Tag,EventCoin,1,,60,1,1,,,,
146,Tag,EventCoin,1,,120,1,1,,,,
147,Tag,EventCoin,1,,180,1,1,,,,
148,Tag,EventCoin,1,,300,1,1,,,,
149,Item,2,1,,,1500,1500,,,,
149,Item,10,1,,,1000,1000,,,,
149,Item,10015,1,,,1,1,,,,
202,Item,1,1,,,50,50,,,,
202,Item,5,1,,,10,10,,,,
202,Item,7,1,,,5,5,,,,
202,Item,77,1,,,200,200,132,,,
203,Item,1,1,,,25,25,,,,
203,Item,77,1,,,50,50,132,,,
204,Item,1,1,,,100,100,,,,
204,Item,5,1,,,20,20,,,,
204,Item,7,1,,,10,10,,,,
204,Item,77,1,,,250,250,132,,,
205,Item,910,0.5,,,1,1,,,,
205,Item,911,0.3,,,1,1,,,,
205,Item,912,0.2,,,1,1,,,,
206,Item,1,1,,,40,40,,,,
206,Item,5,1,,,10,10,,,,
206,Item,7,1,,,5,5,,,,
206,Item,77,1,,,10,10,132,,,
207,Item,1,1,,,45,45,,,,
207,Item,5,1,,,10,10,,,,
207,Item,7,1,,,5,5,,,,
207,Item,77,1,,,10,10,132,,,
208,Item,1,1,,,50,50,,,,
208,Item,5,1,,,10,10,,,,
208,Item,7,1,,,5,5,,,,
208,Item,77,1,,,15,15,132,,,
209,Item,1,1,,,55,55,,,,
209,Item,5,1,,,10,10,,,,
209,Item,7,1,,,5,5,,,,
209,Item,77,1,,,15,15,132,,,
210,Item,1,1,,,60,60,,,,
210,Item,5,1,,,10,10,,,,
210,Item,7,1,,,5,5,,,,
210,Item,77,1,,,20,20,132,,,
211,Item,1,1,,,65,65,,,,
211,Item,5,1,,,11,11,,,,
211,Item,7,1,,,5,5,,,,
211,Item,77,1,,,20,20,132,,,
212,Item,1,1,,,70,70,,,,
212,Item,5,1,,,11,11,,,,
212,Item,7,1,,,6,6,,,,
212,Item,77,1,,,25,25,132,,,
213,Item,1,1,,,75,75,,,,
213,Item,5,1,,,12,12,,,,
213,Item,7,1,,,7,7,,,,
213,Item,77,1,,,25,25,132,,,
214,Item,1,1,,,80,80,,,,
214,Item,5,1,,,13,13,,,,
214,Item,7,1,,,8,8,,,,
214,Item,77,1,,,25,25,132,,,
215,Item,1,1,,,85,85,,,,
215,Item,5,1,,,15,15,,,,
215,Item,7,1,,,9,9,,,,
215,Item,77,1,,,35,35,132,,,
216,Item,1,1,,,90,90,,,,
216,Item,5,1,,,18,18,,,,
216,Item,7,1,,,11,11,,,,
216,Item,77,1,,,35,35,132,,,
217,Item,1,1,,,95,95,,,,
217,Item,5,1,,,21,21,,,,
217,Item,7,1,,,13,13,,,,
217,Item,77,1,,,50,50,132,,,
218,Item,1,1,,,100,100,,,,
218,Item,5,1,,,24,24,,,,
218,Item,7,1,,,15,15,,,,
218,Item,77,1,,,60,60,132,,,
219,Item,1,1,,,28,28,,,,
219,Item,5,1,,,,,,,,
219,Item,7,1,,,,,,,,
219,Item,77,1,,,5,5,132,,,
220,Item,1,1,,,32,32,,,,
220,Item,5,1,,,,,,,,
220,Item,7,1,,,,,,,,
220,Item,77,1,,,5,5,132,,,
221,Item,1,1,,,35,35,,,,
221,Item,5,1,,,,,,,,
221,Item,7,1,,,,,,,,
221,Item,77,1,,,5,5,132,,,
222,Item,1,1,,,39,39,,,,
222,Item,5,1,,,,,,,,
222,Item,7,1,,,,,,,,
222,Item,77,1,,,7,7,132,,,
223,Item,1,1,,,42,42,,,,
223,Item,5,1,,,,,,,,
223,Item,7,1,,,,,,,,
223,Item,77,1,,,7,7,132,,,
224,Item,1,1,,,46,46,,,,
224,Item,5,1,,,2,2,,,,
224,Item,7,1,,,1,1,,,,
224,Item,77,1,,,7,7,132,,,
225,Item,1,1,,,49,49,,,,
225,Item,5,1,,,2,2,,,,
225,Item,7,1,,,1,1,,,,
225,Item,77,1,,,10,10,132,,,
226,Item,1,1,,,53,53,,,,
226,Item,5,1,,,2,2,,,,
226,Item,7,1,,,1,1,,,,
226,Item,77,1,,,10,10,132,,,
227,Item,1,1,,,56,56,,,,
227,Item,5,1,,,3,3,,,,
227,Item,7,1,,,2,2,,,,
227,Item,77,1,,,10,10,132,,,
228,Item,1,1,,,60,60,,,,
228,Item,5,1,,,3,3,,,,
228,Item,7,1,,,2,2,,,,
228,Item,77,1,,,15,15,132,,,
229,Item,1,1,,,63,63,,,,
229,Item,5,1,,,4,4,,,,
229,Item,7,1,,,2,2,,,,
229,Item,77,1,,,15,15,132,,,
230,Item,1,1,,,67,67,,,,
230,Item,5,1,,,4,4,,,,
230,Item,7,1,,,3,3,,,,
230,Item,77,1,,,20,20,132,,,
231,Item,1,1,,,70,70,,,,
231,Item,5,1,,,5,5,,,,
231,Item,7,1,,,3,3,,,,
231,Item,77,1,,,25,25,132,,,
232,Item,70,1,,,2,2,,,,
233,Item,1,1,,,100,200,,,,
233,Item,23,1,,,10,10,,,,
233,Item,350005,1,,,20,20,,,,
233,Item,44,1,,,50,50,137,,,
234,Item,350006,0.33,,,10,10,,,,
234,Item,350007,0.34,,,10,10,,,,
234,Item,350008,0.33,,,10,10,,,,
235,Item,1,1,,,50,100,,,,
235,Item,350005,1,,,10,10,,,,
235,Item,44,1,,,10,10,137,,,
236,Item,350006,0.33,,,5,5,,,,
236,Item,350007,0.34,,,5,5,,,,
236,Item,350008,0.33,,,5,5,,,,
237,Item,1,1,,,80,80,,,,
237,Item,5,1,,,15,15,,,,
237,Item,7,1,,,8,8,,,,
237,Item,77,1,,,200,200,132,,,
238,Item,1,1,,,50,50,,,,
238,Item,5,1,,,10,10,,,,
238,Item,7,1,,,5,5,,,,
238,Item,77,1,,,150,150,132,,,
239,Item,1,1,,,40,40,,,,
239,Item,5,1,,,8,8,,,,
239,Item,7,1,,,3,3,,,,
239,Item,77,1,,,100,100,132,,,
240,Item,1,1,,,25,25,,,,
240,Item,77,1,,,35,35,132,,,
301,Item,2,1,,,900,900,,,,
302,Item,10012,1,,,1,1,,,,
303,Item,2,1,,,1200,1200,,,,
304,Item,300002,1,,,1,1,,,,
305,Item,100000,1,,,30,30,,,,
306,Item,2,1,,,1500,1500,,,,
307,Item,70014,1,,,1,1,,,,
308,Item,1,1,,,30,50,,,,
309,Item,827,1,,,1,1,,,,
310,Item,350005,1,,,500,500,,,,
311,Item,2,1,,,2000,2000,,,,
312,Item,350004,1,,,200,200,,,,
313,Item,2,1,,,4000,4000,,,,
314,Item,350009,1,,,250,250,,,,
315,Item,940,1,,,3,3,,,,
316,Item,848,1,,,1,1,,,,
317,Item,849,1,,,1,1,,,,
318,Item,32,1,,,3,3,,,,
319,Item,940,1,,,1,1,,,,
320,Item,823,1,,,1,1,,,,
321,Item,35,1,,,10,10,,,,
322,Item,38,1,,,10,10,,,,
323,Item,42,1,,,10,10,,,,
324,Item,44,1,,,1000,1000,,,,
401,Item,10027,1,,,1,1,,,,
401,Item,320101,1,,,1,1,,,,
402,Item,50029,1,,,1,1,,,,
402,Item,320102,1,,,1,1,,,,
403,Item,70029,1,,,1,1,,,,
403,Item,320103,1,,,1,1,,,,
404,Item,80029,1,,,1,1,,,,
404,Item,320104,1,,,1,1,,,,
405,Item,30029,1,,,1,1,,,,
405,Item,320105,1,,,1,1,,,,
406,Item,40031,1,,,1,1,,,,
406,Item,320106,1,,,1,1,,,,
407,Item,60034,1,,,1,1,,,,
407,Item,320107,1,,,1,1,,,,
408,Item,20033,1,,,1,1,,,,
408,Item,320108,1,,,1,1,,,,
409,Item,1100120,1,,,1,1,,,,
409,Item,320109,1,,,1,1,,,,
410,Item,90032,1,,,1,1,,,,
410,Item,320110,1,,,1,1,,,,
411,Item,1000122,1,,,1,1,,,,
411,Item,320111,1,,,1,1,,,,
412,Item,1200122,1,,,1,1,,,,
412,Item,320112,1,,,1,1,,,,
413,Item,1300122,1,,,1,1,,,,
413,Item,320113,1,,,1,1,,,,
414,Item,1400124,1,,,1,1,,,,
414,Item,320114,1,,,1,1,,,,
415,Item,1500125,1,,,1,1,,,,
415,Item,320115,1,,,1,1,,,,
416,Item,1600124,1,,,1,1,,,,
416,Item,320116,1,,,1,1,,,,
417,Item,1700124,1,,,1,1,,,,
417,Item,320117,1,,,1,1,,,,
418,Item,1800125,1,,,1,1,,,,
418,Item,320118,1,,,1,1,,,,
419,Item,1900126,1,,,1,1,,,,
419,Item,320119,1,,,1,1,,,,
420,Item,2000129,1,,,1,1,,,,
420,Item,320120,1,,,1,1,,,,
421,Item,2100128,1,,,1,1,,,,
421,Item,320121,1,,,1,1,,,,
422,Item,2200130,1,,,1,1,,,,
422,Item,320122,1,,,1,1,,,,
490,Item,9000130,1,,,1,1,,,,
490,Item,320190,1,,,1,1,,,,
491,Item,91001031,1,,,1,1,,,,
491,Item,320191,1,,,1,1,,,,
423,Item,2300133,1,,,1,1,,,,
423,Item,320123,1,,,1,1,,,,
424,Item,2400133,1,,,1,1,,,,
424,Item,320124,1,,,1,1,,,,
425,Item,2500135,1,,,1,1,,,,
425,Item,320125,1,,,1,1,,,,
426,Item,2600136,1,,,1,1,,,,
426,Item,320126,1,,,1,1,,,,
427,Item,2700137,1,,,1,1,,,,
427,Item,320127,1,,,1,1,,,,
428,Item,2800138,1,,,1,1,,,,
428,Item,320128,1,,,1,1,,,,
429,Item,2900139,1,,,1,1,,,,
429,Item,320129,1,,,1,1,,,,
430,Item,3000141,1,,,1,1,,,,
430,Item,320130,1,,,1,1,,,,
431,Item,3100141,1,,,1,1,,,,
431,Item,320131,1,,,1,1,,,,
432,Item,3200142,1,,,1,1,,,,
432,Item,320132,1,,,1,1,,,,
433,Item,3300143,1,,,1,1,,,,
433,Item,320133,1,,,1,1,,,,
434,Item,3400144,1,,,1,1,,,,
434,Item,320134,1,,,1,1,,,,
435,Item,3500146,1,,,1,1,,,,
435,Item,320135,1,,,1,1,,,,
436,Item,3600146,1,,,1,1,,,,
436,Item,320136,1,,,1,1,,,,
437,Item,3700147,1,,,1,1,,,,
437,Item,320137,1,,,1,1,,,,
438,Item,3800148,1,,,1,1,,,,
438,Item,320138,1,,,1,1,,,,
803,Item,10,1,,,1000,1000,,,,
804,Item,10,1,,,1500,1500,,,,
805,Item,10,1,,,3000,3000,,,,
701,Item,2,1,,,20,20,,,,
701,Item,350004,1,,,3,3,,,,
702,Item,2,1,,,30,30,,,,
702,Item,350004,1,,,6,6,,,,
703,Item,2,1,,,60,60,,,,
703,Item,350004,1,,,12,12,,,,
704,Item,2,1,,,150,150,,,,
704,Item,10,1,,,100,100,,,,
705,Item,2,1,,,150,150,,,,
705,Item,10,1,,,100,100,,,,
706,Item,2,1,,,450,450,,,,
706,Item,10,1,,,400,400,,,,
707,Item,2,1,,,1125,1125,,,,
708,Item,2,1,,,2250,2250,,,,
709,Item,2,1,,,5910,5910,,,,
710,Item,2,1,,,12375,12375,,,,
711,Item,2,1,,,25875,25875,,,,
712,Item,2,1,,,450,450,,,,
712,Item,917,1,,,1,1,,,,
713,Item,2,1,,,900,900,,,,
713,Item,925,1,,,1,1,,,,
714,Item,2,1,,,1500,1500,,,,
714,Item,927,1,,,1,1,,,,
715,Item,2,1,,,450,450,,,,
715,Item,916,1,,,1,1,,,,
716,Item,2,1,,,900,900,,,,
716,Item,924,1,,,1,1,,,,
717,Item,2,1,,,1500,1500,,,,
717,Item,926,1,,,1,1,,,,
718,Item,2,1,,,450,450,,,,
718,Item,250003,1,,,5,5,,,,
719,Item,2,1,,,900,900,,,,
719,Item,250003,1,,,10,10,,,,
720,Item,2,1,,,1500,1500,,,,
720,Item,250003,1,,,20,20,,,,
721,Item,2,1,,,450,450,,,,
721,Item,350004,1,,,12,12,,,,
722,Item,2,1,,,900,900,,,,
722,Item,350004,1,,,24,24,,,,
723,Item,2,1,,,1500,1500,,,,
723,Item,350004,1,,,48,48,,,,
724,Item,2,1,,,450,450,,,,
724,Item,350001,1,,,12,12,,,,
725,Item,2,1,,,900,900,,,,
725,Item,350001,1,,,24,24,,,,
726,Item,2,1,,,1500,1500,,,,
726,Item,350001,1,,,48,48,,,,
727,Item,2,1,,,300,300,,,,
727,Item,350002,1,,,12,12,,,,
728,Item,2,1,,,600,600,,,,
728,Item,350002,1,,,24,24,,,,
729,Item,2,1,,,1050,1050,,,,
729,Item,350002,1,,,48,48,,,,
730,Item,2,1,,,150,150,,,,
730,Item,350003,1,,,12,12,,,,
731,Item,2,1,,,300,300,,,,
731,Item,350003,1,,,24,24,,,,
732,Item,2,1,,,450,450,,,,
732,Item,350003,1,,,48,48,,,,
733,Item,2,1,,,450,450,,,,
733,Item,1,1,,,900,900,,,,
734,Item,2,1,,,900,900,,,,
734,Item,1,1,,,1800,1800,,,,
735,Item,2,1,,,1500,1500,,,,
735,Item,1,1,,,3600,3600,,,,
736,Item,2,1,,,450,450,,,,
736,Item,350005,1,,,75,75,,,,
737,Item,2,1,,,900,900,,,,
737,Item,350005,1,,,150,150,,,,
738,Item,2,1,,,1500,1500,,,,
738,Item,350005,1,,,300,300,,,,
739,Item,2,1,,,450,450,,,,
739,Item,806,1,,,1,1,,,,
740,Item,2,1,,,900,900,,,,
740,Item,807,1,,,1,1,,,,
741,Item,2,1,,,1500,1500,,,,
741,Item,808,1,,,1,1,,,,
742,Item,2,1,,,450,450,,,,
742,Item,350009,1,,,20,20,,,,
743,Item,2,1,,,900,900,,,,
743,Item,350009,1,,,40,40,,,,
744,Item,2,1,,,1500,1500,,,,
744,Item,350009,1,,,80,80,,,,
745,Item,2,1,,,450,450,,,,
745,Item,809,1,,,1,1,,,,
746,Item,2,1,,,900,900,,,,
746,Item,810,1,,,1,1,,,,
747,Item,2,1,,,1500,1500,,,,
747,Item,811,1,,,1,1,,,,
806,Tag,Upgrade,1,,4,1,1,,,,
807,Tag,Upgrade,1,,8,1,1,,,,
808,Tag,Upgrade,1,,16,1,1,,,,
809,Tag,StarUp,1,,2,1,1,,,,
810,Tag,StarUp,1,,4,1,1,,,,
811,Tag,StarUp,1,,8,1,1,,,,
812,Tag,DamageEquip,0.9,,1,1,1,,,,
812,Tag,DamageAccessory,0.1,,1,1,1,,,,
813,Tag,SupportEquip,0.9,,1,1,1,,,,
813,Tag,SupportAccessory,0.1,,1,1,1,,,,
814,Tag,TankEquip,0.9,,1,1,1,,,,
814,Tag,TankAccessory,0.1,,1,1,1,,,,
815,Item,71,1,,,100,100,,,,
816,Item,72,1,,,100,100,,,,
817,Item,73,1,,,100,100,,,,
818,Tag,Badge,1,,1,1,1,,,,
819,Tag,B_Training,1,,1,1,1,,,,
820,Tag,A_Training,1,,1,1,1,,,,
821,Tag,S_Training,1,,1,1,1,,,,
822,Tag,SS_Training,1,,1,1,1,,,,
823,Tag,EventCoin,1,,3000,1,1,,,,
824,Tag,Badge01,1,,1,1,1,,,,
825,Tag,Badge,1,,1,1,1,,,,
826,Tag,Shine_Skin,1,,1,1,1,,,,
827,Item,350001,1,,,60,60,,,,
827,Item,350002,1,,,60,60,,,,
827,Item,350003,1,,,60,60,,,,
828,Tag,Training,1,,1,1,1,,,,
829,Tag,Skill_Apex,1,,50,1,1,,,,
830,Tag,S_Unlimitskill,1,,25,1,1,,,,
831,Item,100000,1,,,50,50,,,,
831,Item,100001,1,,,50,50,,,,
831,Item,100002,1,,,50,50,,,,
831,Item,100003,1,,,50,50,,,,
831,Item,100004,1,,,50,50,,,,
831,Item,100005,1,,,50,50,,,,
831,Item,100006,1,,,50,50,,,,
831,Item,100007,1,,,50,50,,,,
831,Item,350001,1,,,10,10,,,,
831,Item,350002,1,,,10,10,,,,
831,Item,350003,1,,,10,10,,,,
831,Item,350004,1,,,10,10,,,,
832,Item,350001,1,,,20,20,,,,
832,Item,350002,1,,,20,20,,,,
832,Item,350003,1,,,20,20,,,,
832,Item,350004,1,,,20,20,,,,
832,Item,1,1,,,750,750,,,,
833,Item,999,1,,,1,1,,,,
833,Item,350001,1,,,30,30,,,,
833,Item,350002,1,,,30,30,,,,
833,Item,350003,1,,,30,30,,,,
833,Item,350004,1,,,30,30,,,,
833,Item,1,1,,,2250,2250,,,,
834,Item,27001,1,,,1,1,,,,
834,Item,200065,1,,,20,20,,,,
834,Item,160003,1,,,1,1,,,,
834,Item,350005,1,,,250,250,,,,
834,Item,350008,1,,,150,150,,,,
834,Item,1,1,,,5000,5000,,,,
835,Item,4000122,1,,,1,1,,,,
835,Item,200065,1,,,20,20,,,,
835,Item,350001,1,,,30,30,,,,
835,Item,151027,1,,,50,50,,,,
835,Item,150114,1,,,30,30,,,,
835,Item,150115,1,,,30,30,,,,
835,Item,1,1,,,7500,7500,,,,
836,Item,161027,1,,,1,1,,,,
836,Item,200065,1,,,60,60,,,,
836,Item,160006,1,,,1,1,,,,
836,Item,160009,1,,,1,1,,,,
836,Item,150114,1,,,50,50,,,,
836,Item,150115,1,,,50,50,,,,
836,Item,1,1,,,12500,12500,,,,
837,Item,200065,1,,,40,40,,,,
837,Item,151027,1,,,100,100,,,,
837,Item,150114,1,,,155,155,,,,
837,Item,150115,1,,,155,155,,,,
837,Item,1,1,,,15000,15000,,,,
838,Item,161027,1,,,1,1,,,,
838,Item,200065,1,,,55,55,,,,
838,Item,151027,1,,,150,150,,,,
838,Item,150114,1,,,200,200,,,,
838,Item,150115,1,,,200,200,,,,
838,Item,1,1,,,17500,17500,,,,
839,Item,970,1,,,1,1,,,,
839,Item,42087,1,,,1,1,,,,
839,Item,151027,1,,,200,200,,,,
839,Item,150113,1,,,50,50,,,,
839,Item,1,1,,,20000,20000,,,,
840,Item,161027,1,,,2,2,,,,
840,Item,200065,1,,,75,75,,,,
840,Item,151027,1,,,250,250,,,,
840,Item,150113,1,,,100,100,,,,
840,Item,1,1,,,25000,25000,,,,
841,Item,43029,1,,,1,1,,,,
