ID,Type,RoleID,CheerID,ItemID,StoryID,UnlockValue,StoryIcon,StaticImageTitle,StaticImage,DynamicPrefabs,DynamicPrefabs_SFW,GotoWhere,GetDescription,ATTRIBUTE_ID,VersionControls
S70,2,6001,,,70,,Icon/Icon01_Head/Icon01_Head_S_P06,,,,,,T_CollectionBook_GetDescription_S70,140009,603-55-56-58
S39,2,7001,,,39,,Icon/Icon01_Head/Icon01_Head_S_P07,,,,,,T_CollectionBook_GetDescription_S39,140006,55-56-58
S42,2,7001,,,42,,Icon/Icon01_Head/Icon01_Head_S_P07,,,,,,T_CollectionBook_GetDescription_S42,140007,55-56-58
S71,2,7001,,,71,,Icon/Icon01_Head/Icon01_Head_S_P07,,,,,,T_CollectionBook_GetDescription_S71,140008,604-55-56-58
S45,2,8001,,,45,,Icon/Icon01_Head/Icon01_Head_S_P08,,,,,,T_CollectionBook_GetDescription_S45,140013,55-56-58
S48,2,8001,,,48,,Icon/Icon01_Head/Icon01_Head_S_P08,,,,,,T_CollectionBook_GetDescription_S48,140014,55-56-58
S72,2,8001,,,72,,Icon/Icon01_Head/Icon01_Head_S_P08,,,,,,T_CollectionBook_GetDescription_S72,140015,605-55-56-58
S51,2,9001,,,51,,Icon/Icon01_Head/Icon01_Head_S_P09,,,,,,T_CollectionBook_GetDescription_S51,140015,55-56-58
S54,2,9001,,,54,,Icon/Icon01_Head/Icon01_Head_S_P09,,,,,,T_CollectionBook_GetDescription_S54,140016,55-56-58
S75,2,9001,,,75,,Icon/Icon01_Head/Icon01_Head_S_P09,,,,,,T_CollectionBook_GetDescription_S75,140018,608-55-56-58
S57,2,10001,,,57,,Icon/Icon01_Head/Icon01_Head_S_P10,,,,,,T_CollectionBook_GetDescription_S57,140009,55-56-58
S60,2,10001,,,60,,Icon/Icon01_Head/Icon01_Head_S_P10,,,,,,T_CollectionBook_GetDescription_S60,140010,55-56-58
S76,2,10001,,,76,,Icon/Icon01_Head/Icon01_Head_S_P10,,,,,,T_CollectionBook_GetDescription_S76,140019,609-55-56-58
S63,2,11001,,,63,,Icon/Icon01_Head/Icon01_Head_S_P11,,,,,,T_CollectionBook_GetDescription_S63,140009,55-56-58
S66,2,11001,,,66,,Icon/Icon01_Head/Icon01_Head_S_P11,,,,,,T_CollectionBook_GetDescription_S66,140010,55-56-58
S77,2,11001,,,77,,Icon/Icon01_Head/Icon01_Head_S_P11,,,,,,T_CollectionBook_GetDescription_S77,140019,610-55-56-58
S80,2,12001,,,80,,Icon/Icon01_Head/Icon01_Head_S_P12,,,,,,T_CollectionBook_GetDescription_S80,140015,355-55-56-58
S83,2,12001,,,83,,Icon/Icon01_Head/Icon01_Head_S_P12,,,,,,T_CollectionBook_GetDescription_S83,140016,355-55-56-58
S84,2,12001,,,84,,Icon/Icon01_Head/Icon01_Head_S_P12,,,,,,T_CollectionBook_GetDescription_S84,140018,611-355-55-56-58
S87,2,13001,,,87,,Icon/Icon01_Head/Icon01_Head_S_P13,,,,,,T_CollectionBook_GetDescription_S87,140015,356-55-56-58
S90,2,13001,,,90,,Icon/Icon01_Head/Icon01_Head_S_P13,,,,,,T_CollectionBook_GetDescription_S90,140016,356-55-56-58
S91,2,13001,,,91,,Icon/Icon01_Head/Icon01_Head_S_P13,,,,,,T_CollectionBook_GetDescription_S91,140018,612-356-55-56-58
S94,2,14001,,,94,,Icon/Icon01_Head/Icon01_Head_S_P14,,,,,,T_CollectionBook_GetDescription_S94,140009,357-55-56-58
S97,2,14001,,,97,,Icon/Icon01_Head/Icon01_Head_S_P14,,,,,,T_CollectionBook_GetDescription_S97,140010,357-55-56-58
S98,2,14001,,,98,,Icon/Icon01_Head/Icon01_Head_S_P14,,,,,,T_CollectionBook_GetDescription_S98,140019,613-357-55-56-58
S103,2,15001,,,103,,Icon/Icon01_Head/Icon01_Head_S_P15,,,,,,T_CollectionBook_GetDescription_S103,140015,358-55-56-58
S104,2,15001,,,104,,Icon/Icon01_Head/Icon01_Head_S_P15,,,,,,T_CollectionBook_GetDescription_S104,140016,358-55-56-58
S110,2,16001,,,110,,Icon/Icon01_Head/Icon01_Head_S_P16,,,,,,T_CollectionBook_GetDescription_S110,140015,359-55-56-58
S111,2,16001,,,111,,Icon/Icon01_Head/Icon01_Head_S_P16,,,,,,T_CollectionBook_GetDescription_S111,140016,359-55-56-58
S117,2,17001,,,117,,Icon/Icon01_Head/Icon01_Head_S_P17,,,,,,T_CollectionBook_GetDescription_S117,140015,360-55-56-58
S118,2,17001,,,118,,Icon/Icon01_Head/Icon01_Head_S_P17,,,,,,T_CollectionBook_GetDescription_S118,140016,360-55-56-58
S124,2,18001,,,124,,Icon/Icon01_Head/Icon01_Head_S_P18,,,,,,T_CollectionBook_GetDescription_S124,140009,361-55-56-58
S125,2,18001,,,125,,Icon/Icon01_Head/Icon01_Head_S_P18,,,,,,T_CollectionBook_GetDescription_S125,140010,361-55-56-58
S131,2,19001,,,131,,Icon/Icon01_Head/Icon01_Head_S_P19,,,,,,T_CollectionBook_GetDescription_S131,140015,362-55-56-58
S132,2,19001,,,132,,Icon/Icon01_Head/Icon01_Head_S_P19,,,,,,T_CollectionBook_GetDescription_S132,140016,362-55-56-58
S137,2,20001,,,137,,Icon/Icon01_Head/Icon01_Head_S_P20,,,,,,T_CollectionBook_GetDescription_S137,140015,363-55-56-58
S138,2,20001,,,138,,Icon/Icon01_Head/Icon01_Head_S_P20,,,,,,T_CollectionBook_GetDescription_S138,140016,363-55-56-58
S143,2,21001,,,143,,Icon/Icon01_Head/Icon01_Head_S_P21,,,,,,T_CollectionBook_GetDescription_S143,140009,364-55-56-58
S144,2,21001,,,144,,Icon/Icon01_Head/Icon01_Head_S_P21,,,,,,T_CollectionBook_GetDescription_S144,140010,364-55-56-58
S149,2,22001,,,149,,Icon/Icon01_Head/Icon01_Head_S_P22,,,,,,T_CollectionBook_GetDescription_S149,140009,365-55-56-58
S150,2,22001,,,150,,Icon/Icon01_Head/Icon01_Head_S_P22,,,,,,T_CollectionBook_GetDescription_S150,140010,365-55-56-58
S155,2,90001,,,155,,Icon/Icon01_Head/Icon01_Head_S_P90,,,,,,T_CollectionBook_GetDescription_S155,140015,366-55-56-58
S156,2,90001,,,156,,Icon/Icon01_Head/Icon01_Head_S_P90,,,,,,T_CollectionBook_GetDescription_S156,140016,366-55-56-58
S161,2,91001,,,161,,Icon/Icon01_Head/Icon01_Head_S_P91,,,,,,T_CollectionBook_GetDescription_S161,140009,367-55-56-58
S162,2,91001,,,162,,Icon/Icon01_Head/Icon01_Head_S_P91,,,,,,T_CollectionBook_GetDescription_S162,140010,367-55-56-58
S167,2,23001,,,167,,Icon/Icon01_Head/Icon01_Head_S_P23,,,,,,T_CollectionBook_GetDescription_S167,140015,368-55-56-58
S168,2,23001,,,168,,Icon/Icon01_Head/Icon01_Head_S_P23,,,,,,T_CollectionBook_GetDescription_S168,140016,368-55-56-58
S173,2,24001,,,173,,Icon/Icon01_Head/Icon01_Head_S_P24,,,,,,T_CollectionBook_GetDescription_S173,140009,369-55-56-58
S174,2,24001,,,174,,Icon/Icon01_Head/Icon01_Head_S_P24,,,,,,T_CollectionBook_GetDescription_S174,140010,369-55-56-58
S179,2,25001,,,179,,Icon/Icon01_Head/Icon01_Head_S_P25,,,,,,T_CollectionBook_GetDescription_S179,140009,370-55-56-58
S180,2,25001,,,180,,Icon/Icon01_Head/Icon01_Head_S_P25,,,,,,T_CollectionBook_GetDescription_S180,140010,370-55-56-58
S185,2,26001,,,185,,Icon/Icon01_Head/Icon01_Head_S_P26,,,,,,T_CollectionBook_GetDescription_S185,140015,371-55-56-58
S186,2,26001,,,186,,Icon/Icon01_Head/Icon01_Head_S_P26,,,,,,T_CollectionBook_GetDescription_S186,140016,371-55-56-58
S191,2,27001,,,191,,Icon/Icon01_Head/Icon01_Head_S_P27,,,,,,T_CollectionBook_GetDescription_S191,140015,372-55-56-58
S192,2,27001,,,192,,Icon/Icon01_Head/Icon01_Head_S_P27,,,,,,T_CollectionBook_GetDescription_S192,140016,372-55-56-58
S197,2,28001,,,197,,Icon/Icon01_Head/Icon01_Head_S_P28,,,,,,T_CollectionBook_GetDescription_S197,140015,373-55-56-58
S198,2,28001,,,198,,Icon/Icon01_Head/Icon01_Head_S_P28,,,,,,T_CollectionBook_GetDescription_S198,140016,373-55-56-58
S203,2,29001,,,203,,Icon/Icon01_Head/Icon01_Head_S_P29,,,,,,T_CollectionBook_GetDescription_S203,140015,374-55-56-58
S204,2,29001,,,204,,Icon/Icon01_Head/Icon01_Head_S_P29,,,,,,T_CollectionBook_GetDescription_S204,140016,374-55-56-58
S209,2,30001,,,209,,Icon/Icon01_Head/Icon01_Head_S_P30,,,,,,T_CollectionBook_GetDescription_S209,140015,375-55-56-58
S210,2,30001,,,210,,Icon/Icon01_Head/Icon01_Head_S_P30,,,,,,T_CollectionBook_GetDescription_S210,140016,375-55-56-58
S215,2,31001,,,215,,Icon/Icon01_Head/Icon01_Head_S_P31,,,,,,T_CollectionBook_GetDescription_S215,140009,376-55-56-58
S216,2,31001,,,216,,Icon/Icon01_Head/Icon01_Head_S_P31,,,,,,T_CollectionBook_GetDescription_S216,140010,376-55-56-58
S221,2,32001,,,221,,Icon/Icon01_Head/Icon01_Head_S_P32,,,,,,T_CollectionBook_GetDescription_S221,140015,377-55-56-58
S222,2,32001,,,222,,Icon/Icon01_Head/Icon01_Head_S_P32,,,,,,T_CollectionBook_GetDescription_S222,140016,377-55-56-58
S227,2,33001,,,227,,Icon/Icon01_Head/Icon01_Head_S_P33,,,,,,T_CollectionBook_GetDescription_S227,140009,378-55-56-58
S228,2,33001,,,228,,Icon/Icon01_Head/Icon01_Head_S_P33,,,,,,T_CollectionBook_GetDescription_S228,140010,378-55-56-58
S233,2,34001,,,233,,Icon/Icon01_Head/Icon01_Head_S_P34,,,,,,T_CollectionBook_GetDescription_S233,140015,379-55-56-58
S234,2,34001,,,234,,Icon/Icon01_Head/Icon01_Head_S_P34,,,,,,T_CollectionBook_GetDescription_S234,140016,379-55-56-58
S239,2,35001,,,239,,Icon/Icon01_Head/Icon01_Head_S_P35,,,,,,T_CollectionBook_GetDescription_S239,140015,380-55-56-58
S240,2,35001,,,240,,Icon/Icon01_Head/Icon01_Head_S_P35,,,,,,T_CollectionBook_GetDescription_S240,140016,380-55-56-58
S245,2,36001,,,245,,Icon/Icon01_Head/Icon01_Head_S_P36,,,,,,T_CollectionBook_GetDescription_S245,140015,381-55-56-58
S246,2,36001,,,246,,Icon/Icon01_Head/Icon01_Head_S_P36,,,,,,T_CollectionBook_GetDescription_S246,140016,381-55-56-58
S251,2,37001,,,251,,Icon/Icon01_Head/Icon01_Head_S_P37,,,,,,T_CollectionBook_GetDescription_S251,140015,382-55-56-58
S252,2,37001,,,252,,Icon/Icon01_Head/Icon01_Head_S_P37,,,,,,T_CollectionBook_GetDescription_S252,140016,382-55-56-58
S257,2,38001,,,257,,Icon/Icon01_Head/Icon01_Head_S_P38,,,,,,T_CollectionBook_GetDescription_S257,140009,383-55-56-58
S258,2,38001,,,258,,Icon/Icon01_Head/Icon01_Head_S_P38,,,,,,T_CollectionBook_GetDescription_S258,140010,383-55-56-58
S263,2,39001,,,263,,Icon/Icon01_Head/Icon01_Head_S_P39,,,,,,T_CollectionBook_GetDescription_S263,140015,384-55-56-58
S264,2,39001,,,264,,Icon/Icon01_Head/Icon01_Head_S_P39,,,,,,T_CollectionBook_GetDescription_S264,140016,384-55-56-58
S269,2,10040001,,,269,,Icon/Icon01_Head/Icon01_Head_S_P40,,,,,,T_CollectionBook_GetDescription_S269,140009,385-55-56-58
S270,2,10040001,,,270,,Icon/Icon01_Head/Icon01_Head_S_P40,,,,,,T_CollectionBook_GetDescription_S270,140010,385-55-56-58
S275,2,10041001,,,275,,Icon/Icon01_Head/Icon01_Head_S_P41,,,,,,T_CollectionBook_GetDescription_S275,140015,386-55-56-58
S276,2,10041001,,,276,,Icon/Icon01_Head/Icon01_Head_S_P41,,,,,,T_CollectionBook_GetDescription_S276,140016,386-55-56-58
S281,2,10042001,,,281,,Icon/Icon01_Head/Icon01_Head_S_P42,,,,,,T_CollectionBook_GetDescription_S275,140015,387-55-56-58
S282,2,10042001,,,282,,Icon/Icon01_Head/Icon01_Head_S_P42,,,,,,T_CollectionBook_GetDescription_S276,140016,387-55-56-58
10011,3,1001,,10011,,,,,,,,,T_CollectionBook_GetDescription_5001,140001,
10012,3,1001,,10012,,,,,,,,,T_CollectionBook_GetDescription_10012,140013,56
10013,3,1001,,10013,,,,,,,,2,T_CollectionBook_GetDescription_10013,140011,56
10014,3,1001,,10014,,,,,,,,,T_CollectionBook_GetDescription_10014,140014,56
10015,3,1001,,10015,,,,,,,,2,T_CollectionBook_GetDescription_10013,140013,405-56
10016,3,1001,,10016,,,,,,,,2,T_CollectionBook_GetDescription_10013,140013,412-56
10017,3,1001,,10017,,,,,,,,2,T_CollectionBook_GetDescription_10013,140013,414-56
10018,3,1001,,10018,,,,,,,,2,T_CollectionBook_GetDescription_10013,140011,56
10019,3,1001,,10019,,,,,,,,2,T_CollectionBook_GetDescription_10013,140011,56
10020,3,1001,,10020,,,,,,,,2,T_CollectionBook_GetDescription_10013,140011,56
10021,3,1001,,10021,,,,,,,,2,T_CollectionBook_GetDescription_10013,140013,413-56
10022,3,1001,,10022,,,,,,,,2,T_CollectionBook_GetDescription_10013,140013,419-56
10023,3,1001,,10023,,,,,,,,2,T_CollectionBook_GetDescription_10013,140011,422-56
10024,3,1001,,10024,,,,,,,,2,T_CollectionBook_GetDescription_10013,140011,422-56
10025,3,1001,,10025,,,,,,,,2,T_CollectionBook_GetDescription_10013,140013,423-56
10026,3,1001,,10026,,,,,,,,2,T_CollectionBook_GetDescription_10013,140013,425-56
10027,3,1001,,10027,,,,,,,,,T_CollectionBook_GetDescription_10027,140015,292-108-56
10028,3,1001,,10028,,,,,,,,2,T_CollectionBook_GetDescription_10013,140011,433-56
10029,3,1001,,10029,,,,,,,,2,T_CollectionBook_GetDescription_10013,140011,433-56
10030,3,1001,,10030,,,,,,,,2,T_CollectionBook_GetDescription_10013,140011,440-56
10031,3,1001,,10031,,,,,,,,2,T_CollectionBook_GetDescription_10013,140011,440-56
10032,3,1001,,10032,,,,,,,,2,T_CollectionBook_GetDescription_10013,140013,443-56
10033,3,1001,,10033,,,,,,,,2,T_CollectionBook_GetDescription_10013,140013,447-56
10034,3,1001,,10034,,,,,,,,2,T_CollectionBook_GetDescription_10013,140013,449-56
10035,3,1001,,10035,,,,,,,,2,T_CollectionBook_GetDescription_10013,140013,452-56
10036,3,1001,,10036,,,,,,,,2,T_CollectionBook_GetDescription_10013,140013,454-56
10037,3,1001,,10037,,,,,,,,,T_CollectionBook_GetDescription_10037,140013,455-56
10038,3,1001,,10038,,,,,,,,2,T_CollectionBook_GetDescription_10013,140013,459-56
10039,3,1001,,10039,,,,,,,,,T_CollectionBook_GetDescription_10039,140013,461-56
